idx,Question_no,Set_no,idx1,idx2,idx3,idx4
114,Q115,1,848,555,677,1253
115,Q116,1,333,329,161,1550
116,Q117,1,217,377,322,1318
117,Q118,1,673,1052,1110,1443
118,Q119,1,712,746,516,1430
119,Q120,1,813,87,1081,1455
120,Q121,1,569,667,939,1214
121,Q122,1,1006,771,608,1296
122,Q123,1,1174,453,819,1429
123,Q124,1,346,552,912,1473
124,Q125,1,629,736,601,1527
125,Q126,1,698,252,666,1382
126,Q127,1,117,797,1155,1270
127,Q128,1,405,952,680,1295
128,Q129,1,1198,297,973,1216
129,Q130,1,1135,967,899,1250
130,Q131,1,84,456,812,1542
131,Q132,1,1065,913,501,1348
132,Q133,1,518,618,278,1419
133,Q134,1,981,609,507,1275
134,Q135,1,623,915,290,1480
135,Q136,1,562,664,201,1208
136,Q137,1,1191,650,519,1597
137,Q138,1,772,323,572,1203
138,Q139,1,814,844,969,1467
139,Q140,1,754,687,373,1511
140,Q141,1,294,477,564,1482
141,Q142,1,0,784,592,1589
142,Q143,1,1164,53,919,1417
143,Q144,1,966,661,8,1202
144,Q145,1,950,460,619,1287
145,Q146,1,389,1099,1032,1297
146,Q147,1,263,1005,446,1441
147,Q148,1,1117,265,890,1404
148,Q149,1,970,1045,316,1460
149,Q150,1,97,977,594,1582
150,Q151,1,230,929,602,1328
151,Q152,1,459,1140,167,1322
152,Q153,1,347,1199,1024,1249
153,Q154,1,199,551,616,1510
154,Q155,1,235,262,82,1277
155,Q156,1,600,765,750,1412
156,Q157,1,835,72,314,1590
157,Q158,1,170,763,925,1339
158,Q159,1,815,613,1079,1507
159,Q160,1,479,513,1127,1205
160,Q161,1,207,409,786,1529
161,Q162,1,425,683,648,1337
162,Q163,1,90,1130,1039,1503
163,Q164,1,622,626,1181,1242
164,Q165,1,841,745,541,1594
165,Q166,1,448,1118,628,1521
166,Q167,1,1013,643,81,1453
167,Q168,1,150,896,331,1345
168,Q169,1,767,351,996,1326
169,Q170,1,737,318,259,1491
170,Q171,1,1111,122,876,1305
171,Q172,1,277,469,16,1494
172,Q173,1,102,305,1036,1224
173,Q174,1,264,212,1136,1246
174,Q175,1,1002,822,1165,1569
175,Q176,1,728,112,854,1262
176,Q177,1,631,438,304,1293
177,Q178,1,49,642,288,1486
178,Q179,1,115,505,803,1233
179,Q180,1,506,1156,149,1433
180,Q181,1,1154,676,743,1439
181,Q182,1,902,470,218,1230
182,Q183,1,540,741,533,1264
183,Q184,1,976,1173,578,1351
184,Q185,1,4,708,1103,1292
185,Q186,1,918,1004,931,1496
186,Q187,1,142,211,599,1310
187,Q188,1,611,726,497,1266
188,Q189,1,818,100,76,1225
189,Q190,1,401,781,527,1333
190,Q191,1,1159,1057,696,1485
191,Q192,1,1007,959,315,1448
192,Q193,1,223,701,1026,1400
193,Q194,1,1070,964,176,1278
194,Q195,1,1092,1071,908,1414
195,Q196,1,461,356,538,1254
196,Q197,1,220,236,820,1200
197,Q198,1,345,1178,756,1343
198,Q199,1,404,640,371,1413
199,Q200,1,12,852,692,1546
200,Q201,1,284,37,932,1570
201,Q202,1,160,553,77,1381
202,Q203,1,169,566,1089,1549
203,Q204,1,792,274,757,1423
204,Q205,1,836,1189,95,1365
205,Q206,1,186,62,672,1389
206,Q207,1,299,821,476,1535
207,Q208,1,537,172,521,1321
208,Q209,1,1197,31,879,1588
209,Q210,1,441,1114,240,1291
210,Q211,1,227,498,429,1390
211,Q212,1,532,671,795,1241
212,Q213,1,694,1143,962,1470
213,Q214,1,155,1093,635,1451
214,Q215,1,858,1060,444,1235
215,Q216,1,398,658,842,1341
216,Q217,1,1018,216,873,1384
217,Q218,1,335,1080,51,1556
218,Q219,1,417,418,1183,1234
219,Q220,1,1098,620,607,1599
220,Q221,1,670,1162,1063,1499
221,Q222,1,1027,603,1001,1355
222,Q223,1,194,503,312,1420
223,Q224,1,39,909,1078,1436
224,Q225,1,374,394,445,1374
225,Q226,1,830,6,191,1540
226,Q227,1,48,681,934,1506
227,Q228,1,253,834,44,1244
228,Q229,1,239,861,287,1437
229,Q230,1,713,563,779,1424
230,Q231,1,270,1047,357,1282
231,Q232,1,60,644,1142,1477
232,Q233,1,171,523,1096,1227
233,Q234,1,971,846,120,1207
234,Q235,1,945,432,531,1335
235,Q236,1,885,132,40,1553
236,Q237,1,430,70,237,1370
237,Q238,1,317,408,1008,1376
238,Q239,1,196,320,450,1347
239,Q240,1,127,1021,911,1306
240,Q241,1,722,92,187,1489
241,Q242,1,434,937,709,1373
242,Q243,1,718,706,1034,1281
243,Q244,1,702,478,107,1539
244,Q245,1,604,657,275,1541
245,Q246,1,484,156,291,1344
246,Q247,1,554,472,633,1469
247,Q248,1,420,355,20,1523
248,Q249,1,241,561,47,1554
249,Q250,1,998,449,586,1447
250,Q251,1,961,1097,928,1320
251,Q252,1,1186,663,285,1349
252,Q253,1,313,465,18,1438
253,Q254,1,334,1068,1053,1519
254,Q255,1,906,593,406,1317
255,Q256,1,13,340,1046,1371
256,Q257,1,228,882,575,1211
257,Q258,1,807,649,244,1462
258,Q259,1,200,1192,697,1340
259,Q260,1,165,591,91,1243
260,Q261,1,1175,638,887,1488
261,Q262,1,400,423,985,1517
262,Q263,1,1051,944,621,1454
263,Q264,1,22,668,103,1552
264,Q265,1,825,783,118,1309
265,Q266,1,1112,1082,826,1362
266,Q267,1,634,276,811,1444
267,Q268,1,226,493,380,1479
268,Q269,1,738,778,716,1432
269,Q270,1,328,158,502,1471
270,Q271,1,309,162,597,1231
271,Q272,1,258,1122,273,1307
272,Q273,1,267,296,1042,1302
273,Q274,1,349,164,1017,1303
274,Q275,1,917,54,986,1543
275,Q276,1,271,326,1038,1372
276,Q277,1,982,914,1109,1410
277,Q278,1,689,695,869,1315
278,Q279,1,1088,894,121,1585
279,Q280,1,546,129,653,1319
280,Q281,1,198,625,581,1286
281,Q282,1,113,419,574,1259
282,Q283,1,35,989,837,1402
283,Q284,1,350,324,559,1280
284,Q285,1,1105,1077,739,1260
285,Q286,1,338,880,327,1360
286,Q287,1,748,651,656,1357
287,Q288,1,1141,1104,422,1257
288,Q289,1,751,735,742,1367
289,Q290,1,42,1139,88,1465
290,Q291,1,1094,71,407,1579
291,Q292,1,457,839,424,1446
292,Q293,1,1123,168,605,1392
293,Q294,1,1157,1138,922,1294
294,Q295,1,185,510,481,1289
295,Q296,1,993,920,775,1252
296,Q297,1,921,710,358,1308
297,Q298,1,864,225,57,1532
298,Q299,1,1010,550,1170,1547
299,Q300,1,439,637,1185,1342
300,Q301,1,183,435,862,1459
301,Q302,1,560,1056,381,1285
302,Q303,1,891,27,1180,1329
303,Q304,1,804,1168,935,1256
304,Q305,1,210,386,500,1475
305,Q306,1,1062,870,762,1386
306,Q307,1,679,596,89,1217
307,Q308,1,520,221,26,1368
308,Q309,1,403,43,233,1466
309,Q310,1,30,524,801,1361
310,Q311,1,480,1015,720,1505
311,Q312,1,1193,249,965,1518
312,Q313,1,231,766,1106,1299
313,Q314,1,179,851,364,1248
314,Q315,1,463,828,995,1215
315,Q316,1,1043,1091,443,1324
316,Q317,1,412,154,390,1356
317,Q318,1,881,752,571,1226
318,Q319,1,128,1035,353,1366
319,Q320,1,467,549,343,1223
320,Q321,1,1116,256,990,1557
321,Q322,1,499,413,300,1536
322,Q323,1,58,74,106,1350
323,Q324,1,243,1074,367,1284
324,Q325,1,232,175,359,1516
325,Q326,1,719,452,590,1213
326,Q327,1,747,684,9,1397
327,Q328,1,98,1121,978,1520
328,Q329,1,957,376,853,1418
329,Q330,1,21,799,556,1206
330,Q331,1,292,1059,655,1358
331,Q332,1,808,724,1048,1586
332,Q333,1,482,65,930,1416
333,Q334,1,907,415,641,1498
334,Q335,1,1161,1041,646,1445
335,Q336,1,760,1102,849,1568
336,Q337,1,1149,1166,1137,1258
337,Q338,1,576,942,1069,1406
338,Q339,1,542,856,850,1377
339,Q340,1,109,159,307,1209
340,Q341,1,733,589,1037,1559
341,Q342,1,688,269,704,1332
342,Q343,1,3,755,85,1522
343,Q344,1,496,491,773,1399
344,Q345,1,489,436,987,1311
345,Q346,1,321,238,5,1502
346,Q347,1,293,776,462,1513
347,Q348,1,192,41,302,1363
348,Q349,1,124,557,94,1564
349,Q350,1,543,714,268,1574
350,Q351,1,936,180,866,1300
351,Q352,1,796,222,485,1394
352,Q353,1,66,901,442,1426
353,Q354,1,360,878,793,1272
354,Q355,1,711,809,428,1352
355,Q356,1,1144,34,1090,1468
356,Q357,1,910,454,665,1298
357,Q358,1,1187,585,388,1508
358,Q359,1,33,1132,1169,1218
359,Q360,1,614,36,204,1313
360,Q361,1,1124,486,116,1562
361,Q362,1,1126,143,19,1380
362,Q363,1,50,669,96,1548
363,Q364,1,208,379,584,1572
364,Q365,1,1125,458,188,1395
365,Q366,1,11,25,451,1364
366,Q367,1,984,173,1055,1421
367,Q368,1,1190,859,892,1450
368,Q369,1,295,660,261,1428
369,Q370,1,545,1113,1194,1431
370,Q371,1,675,972,1061,1251
371,Q372,1,522,336,744,1456
372,Q373,1,254,1028,1058,1212
373,Q374,1,342,144,147,1263
374,Q375,1,729,975,717,1555
375,Q376,1,1,769,494,1531
376,Q377,1,1000,495,416,1228
377,Q378,1,140,1176,785,1530
378,Q379,1,163,933,1184,1396
379,Q380,1,654,806,433,1325
380,Q381,1,740,988,1083,1323
381,Q382,1,141,800,135,1403
382,Q383,1,943,1158,517,1457
383,Q384,1,29,535,203,1524
384,Q385,1,525,247,395,1283
385,Q386,1,139,246,303,1383
386,Q387,1,311,857,895,1379
387,Q388,1,382,953,730,1369
388,Q389,1,396,99,810,1526
389,Q390,1,617,547,764,1375
390,Q391,1,195,28,10,1267
391,Q392,1,59,202,464,1528
392,Q393,1,437,1020,213,1316
393,Q394,1,615,126,306,1598
394,Q395,1,260,817,884,1353
395,Q396,1,1188,242,874,1338
396,Q397,1,824,956,387,1237
397,Q398,1,1108,949,184,1411
398,Q399,1,55,1147,926,1593
399,Q400,1,365,707,104,1405
400,Q1,2,455,421,211,1331
401,Q2,2,1085,732,974,1246
402,Q3,2,533,1016,1024,1255
403,Q4,2,992,316,642,1380
404,Q5,2,676,610,666,1316
405,Q6,2,278,865,369,1524
406,Q7,2,108,577,1136,1413
407,Q8,2,528,872,816,1578
408,Q9,2,372,115,81,1547
409,Q10,2,393,541,384,1406
410,Q11,2,966,505,1005,1352
411,Q12,2,777,700,1118,1229
412,Q13,2,772,629,373,1488
413,Q14,2,652,897,636,1333
414,Q15,2,1117,938,264,1405
415,Q16,2,245,818,157,1304
416,Q17,2,613,960,712,1214
417,Q18,2,931,1076,137,1374
418,Q19,2,761,941,1129,1211
419,Q20,2,82,282,1159,1552
420,Q21,2,526,790,831,1249
421,Q22,2,150,518,996,1469
422,Q23,2,683,548,1086,1215
423,Q24,2,756,23,981,1537
424,Q25,2,371,319,848,1271
425,Q26,2,1111,678,473,1410
426,Q27,2,789,308,1195,1498
427,Q28,2,913,1120,16,1481
428,Q29,2,1172,351,1131,1409
429,Q30,2,197,889,288,1224
430,Q31,2,87,310,925,1207
431,Q32,2,460,734,170,1595
432,Q33,2,624,905,876,1294
433,Q34,2,487,845,272,1376
434,Q35,2,507,600,304,1206
435,Q36,2,215,1152,915,1371
436,Q37,2,235,723,829,1303
437,Q38,2,1191,682,552,1370
438,Q39,2,7,999,166,1284
439,Q40,2,329,708,265,1441
440,Q41,2,918,867,952,1487
441,Q42,2,4,516,509,1350
442,Q43,2,929,223,1064,1288
443,Q44,2,534,78,262,1490
444,Q45,2,567,119,251,1362
445,Q46,2,1095,426,1100,1353
446,Q47,2,477,234,680,1472
447,Q48,2,224,297,1167,1397
448,Q49,2,592,501,579,1574
449,Q50,2,908,448,401,1494
450,Q51,2,958,1199,138,1423
451,Q52,2,431,17,145,1412
452,Q53,2,558,903,677,1361
453,Q54,2,375,877,1075,1571
454,Q55,2,969,627,14,1219
455,Q56,2,80,977,1174,1525
456,Q57,2,314,539,176,1558
457,Q58,2,136,731,370,1208
458,Q59,2,67,515,770,1231
459,Q60,2,1011,955,190,1429
460,Q61,2,167,294,847,1516
461,Q62,2,330,1178,573,1507
462,Q63,2,471,685,133,1500
463,Q64,2,1101,2,289,1544
464,Q65,2,112,759,1006,1335
465,Q66,2,664,446,102,1252
466,Q67,2,940,1045,134,1495
467,Q68,2,888,257,736,1360
468,Q69,2,483,582,754,1408
469,Q70,2,919,1153,410,1227
470,Q71,2,266,855,601,1319
471,Q72,2,1087,76,440,1427
472,Q73,2,1156,673,12,1260
473,Q74,2,803,640,488,1483
474,Q75,2,93,255,741,1458
475,Q76,2,332,844,781,1433
476,Q77,2,1150,1070,612,1302
477,Q78,2,630,674,1030,1597
478,Q79,2,1019,1154,647,1459
479,Q80,2,1025,967,727,1493
480,Q81,2,774,948,628,1448
481,Q82,2,794,151,946,1591
482,Q83,2,1135,1032,780,1496
483,Q84,2,797,290,281,1315
484,Q85,2,538,305,1182,1461
485,Q86,2,1057,768,886,1213
486,Q87,2,569,950,609,1298
487,Q88,2,209,1179,763,1306
488,Q89,2,114,703,363,1520
489,Q90,2,325,259,52,1411
490,Q91,2,813,75,1173,1337
491,Q92,2,1065,1073,802,1557
492,Q93,2,492,1146,555,1270
493,Q94,2,513,583,854,1475
494,Q95,2,366,902,750,1318
495,Q96,2,951,883,1128,1508
496,Q97,2,377,1163,623,1434
497,Q98,2,286,529,125,1593
498,Q99,2,595,893,279,1307
499,Q100,2,506,843,890,1533
500,Q101,2,782,90,997,1393
501,Q102,2,1127,1165,117,1440
502,Q103,2,622,715,1140,1377
503,Q104,2,1004,912,1151,1535
504,Q105,2,504,527,959,1536
505,Q106,2,519,105,835,1268
506,Q107,2,896,841,64,1553
507,Q108,2,252,479,405,1403
508,Q109,2,661,456,968,1341
509,Q110,2,368,378,1092,1502
510,Q111,2,1033,217,207,1540
511,Q112,2,648,827,1066,1349
512,Q113,2,899,354,820,1564
513,Q114,2,608,645,564,1470
514,Q115,2,469,983,263,1484
515,Q116,2,570,572,468,1443
516,Q117,2,409,0,248,1285
517,Q118,2,391,696,111,1579
518,Q119,2,954,690,362,1244
519,Q120,2,404,798,101,1590
520,Q121,2,153,980,1160,1442
521,Q122,2,53,283,580,1511
522,Q123,2,771,650,1052,1598
523,Q124,2,461,236,219,1497
524,Q125,2,497,352,1084,1529
525,Q126,2,588,662,767,1235
526,Q127,2,212,205,693,1402
527,Q128,2,361,341,745,1532
528,Q129,2,705,832,131,1262
529,Q130,2,1115,860,840,1554
530,Q131,2,511,784,84,1359
531,Q132,2,512,229,425,1431
532,Q133,2,643,385,927,1395
533,Q134,2,79,1107,315,1342
534,Q135,2,298,356,1002,1489
535,Q136,2,199,976,631,1313
536,Q137,2,339,737,939,1562
537,Q138,2,46,1081,1134,1550
538,Q139,2,148,994,979,1404
539,Q140,2,146,1103,788,1471
540,Q141,2,544,963,1054,1391
541,Q142,2,536,904,323,1568
542,Q143,2,898,453,475,1473
543,Q144,2,97,602,8,1417
544,Q145,2,250,743,871,1321
545,Q146,2,490,177,24,1414
546,Q147,2,686,819,812,1437
547,Q148,2,427,725,470,1567
548,Q149,2,322,459,758,1381
549,Q150,2,1036,815,923,1450
550,Q151,2,45,174,698,1428
551,Q152,2,348,1049,765,1430
552,Q153,2,331,318,161,1234
553,Q154,2,791,389,333,1555
554,Q155,2,1177,1031,875,1389
555,Q156,2,1181,721,701,1330
556,Q157,2,1012,1130,1171,1538
557,Q158,2,181,1029,540,1267
558,Q159,2,863,277,474,1254
559,Q160,2,86,823,1198,1476
560,Q161,2,1145,438,900,1542
561,Q162,2,110,852,814,1220
562,Q163,2,69,587,189,1478
563,Q164,2,1044,83,1050,1400
564,Q165,2,805,152,786,1326
565,Q166,2,414,728,1067,1239
566,Q167,2,1196,514,402,1462
567,Q168,2,346,691,868,1585
568,Q169,2,692,508,72,1240
569,Q170,2,639,970,397,1280
570,Q171,2,15,399,632,1336
571,Q172,2,838,1071,565,1332
572,Q173,2,753,616,32,1534
573,Q174,2,991,122,822,1394
574,Q175,2,578,411,1110,1424
575,Q176,2,383,178,447,1375
576,Q177,2,1072,1040,606,1221
577,Q178,2,973,206,301,1358
578,Q179,2,530,947,61,1310
579,Q180,2,1009,68,1119,1264
580,Q181,2,182,618,130,1438
581,Q182,2,1079,337,38,1242
582,Q183,2,833,344,599,1581
583,Q184,2,626,1013,49,1238
584,Q185,2,667,787,193,1274
585,Q186,2,1155,1133,230,1366
586,Q187,2,659,345,1026,1445
587,Q188,2,699,598,149,1250
588,Q189,2,619,746,392,1565
589,Q190,2,916,218,611,1328
590,Q191,2,1007,1039,123,1401
591,Q192,2,924,214,1099,1518
592,Q193,2,749,1003,1023,1272
593,Q194,2,201,1164,100,1463
594,Q195,2,466,1014,56,1464
595,Q196,2,73,1148,562,1549
596,Q197,2,220,63,347,1416
597,Q198,2,142,1022,551,1559
598,Q199,2,726,964,687,1299
599,Q200,2,594,280,568,1503
600,Q201,2,1102,801,574,1432
601,Q202,2,463,19,649,1569
602,Q203,2,249,880,795,1259
603,Q204,2,1126,1047,231,1317
604,Q205,2,240,127,688,1364
605,Q206,2,165,553,793,1592
606,Q207,2,118,336,634,1398
607,Q208,2,586,376,585,1387
608,Q209,2,1068,95,1077,1338
609,Q210,2,406,10,1168,1265
610,Q211,2,714,987,672,1314
611,Q212,2,1194,804,144,1355
612,Q213,2,43,1021,464,1275
613,Q214,2,670,879,320,1344
614,Q215,2,1121,395,894,1583
615,Q216,2,276,764,824,1479
616,Q217,2,246,1105,42,1308
617,Q218,2,1189,735,1183,1499
618,Q219,2,895,387,985,1241
619,Q220,2,132,747,1069,1468
620,Q221,2,163,884,365,1576
621,Q222,2,374,326,256,1449
622,Q223,2,439,1094,817,1589
623,Q224,2,891,355,1018,1278
624,Q225,2,695,5,1090,1384
625,Q226,2,284,179,40,1582
626,Q227,2,810,521,143,1343
627,Q228,2,285,1139,851,1573
628,Q229,2,88,491,416,1551
629,Q230,2,171,50,956,1505
630,Q231,2,287,11,1,1327
631,Q232,2,300,128,390,1356
632,Q233,2,709,185,862,1216
633,Q234,2,1187,826,942,1486
634,Q235,2,1083,638,722,1261
635,Q236,2,216,724,30,1485
636,Q237,2,342,462,396,1467
637,Q238,2,779,1186,936,1418
638,Q239,2,486,66,227,1482
639,Q240,2,299,480,849,1492
640,Q241,2,192,415,335,1531
641,Q242,2,135,656,1028,1452
642,Q243,2,1043,116,713,1348
643,Q244,2,620,317,669,1388
644,Q245,2,986,309,312,1251
645,Q246,2,1138,58,718,1515
646,Q247,2,187,920,147,1225
647,Q248,2,238,39,493,1543
648,Q249,2,183,1184,70,1528
649,Q250,2,733,557,13,1373
650,Q251,2,478,503,1096,1422
651,Q252,2,113,596,993,1248
652,Q253,2,260,559,208,1305
653,Q254,2,55,988,928,1253
654,Q255,2,549,121,720,1347
655,Q256,2,267,740,291,1512
656,Q257,2,302,1034,502,1454
657,Q258,2,742,1055,522,1365
658,Q259,2,856,729,173,1269
659,Q260,2,517,388,524,1439
660,Q261,2,253,340,543,1386
661,Q262,2,274,957,295,1385
662,Q263,2,653,719,359,1563
663,Q264,2,1104,1193,232,1372
664,Q265,2,1097,418,158,1340
665,Q266,2,930,796,494,1357
666,Q267,2,445,1149,591,1210
667,Q268,2,730,697,859,1293
668,Q269,2,1053,200,191,1325
669,Q270,2,1185,857,442,1504
670,Q271,2,451,1157,306,1202
671,Q272,2,873,343,443,1222
672,Q273,2,944,689,914,1586
673,Q274,2,244,874,1175,1541
674,Q275,2,433,353,481,1577
675,Q276,2,1147,159,978,1263
676,Q277,2,454,452,243,1522
677,Q278,2,1093,328,394,1530
678,Q279,2,1035,1063,500,1539
679,Q280,2,349,467,757,1546
680,Q281,2,922,311,1108,1236
681,Q282,2,1113,972,210,1378
682,Q283,2,1027,546,107,1477
683,Q284,2,646,561,864,1399
684,Q285,2,799,213,834,1309
685,Q286,2,1141,962,428,1287
686,Q287,2,984,887,520,1514
687,Q288,2,103,537,269,1425
688,Q289,2,1192,975,1197,1256
689,Q290,2,239,921,1122,1273
690,Q291,2,423,398,785,1396
691,Q292,2,380,510,1048,1392
692,Q293,2,885,168,584,1291
693,Q294,2,748,429,164,1200
694,Q295,2,367,694,96,1369
695,Q296,2,1106,590,644,1420
696,Q297,2,655,247,998,1526
697,Q298,2,910,675,1078,1556
698,Q299,2,560,830,77,1453
699,Q300,2,575,937,271,1245
700,Q301,2,607,403,1056,1351
701,Q302,2,57,419,435,1509
702,Q303,2,360,65,321,1283
703,Q304,2,22,906,424,1212
704,Q305,2,412,1082,901,1588
705,Q306,2,878,324,769,1311
706,Q307,2,204,581,31,1513
707,Q308,2,1015,717,965,1279
708,Q309,2,1144,292,1124,1521
709,Q310,2,1017,671,633,1444
710,Q311,2,62,934,752,1345
711,Q312,2,881,458,911,1339
712,Q313,2,776,665,545,1587
713,Q314,2,668,1162,54,1368
714,Q315,2,842,603,313,1523
715,Q316,2,576,621,71,1519
716,Q317,2,566,1143,702,1446
717,Q318,2,268,1088,465,1466
718,Q319,2,773,589,242,1390
719,Q320,2,778,449,828,1243
720,Q321,2,1037,751,1125,1312
721,Q322,2,1137,1089,1123,1501
722,Q323,2,641,350,917,1379
723,Q324,2,254,420,241,1228
724,Q325,2,1038,154,196,1451
725,Q326,2,437,156,869,1510
726,Q327,2,104,44,327,1276
727,Q328,2,450,29,943,1205
728,Q329,2,836,846,85,1209
729,Q330,2,755,495,120,1596
730,Q331,2,1116,1112,91,1545
731,Q332,2,1059,982,226,1474
732,Q333,2,866,35,386,1292
733,Q334,2,1098,1109,800,1247
734,Q335,2,436,654,417,1203
735,Q336,2,571,228,6,1329
736,Q337,2,3,953,198,1572
737,Q338,2,358,1000,34,1324
738,Q339,2,681,706,744,1480
739,Q340,2,1176,525,945,1233
740,Q341,2,617,47,194,1286
741,Q342,2,382,711,1051,1300
742,Q343,2,707,531,408,1258
743,Q344,2,563,37,635,1426
744,Q345,2,221,99,637,1257
745,Q346,2,684,94,605,1289
746,Q347,2,1010,364,1132,1277
747,Q348,2,762,489,1180,1204
748,Q349,2,870,28,807,1296
749,Q350,2,766,59,935,1457
750,Q351,2,806,472,554,1282
751,Q352,2,496,739,882,1297
752,Q353,2,160,604,273,1584
753,Q354,2,679,485,1001,1407
754,Q355,2,18,498,379,1322
755,Q356,2,853,237,1170,1561
756,Q357,2,597,971,808,1230
757,Q358,2,651,140,20,1566
758,Q359,2,556,484,1020,1367
759,Q360,2,338,162,430,1527
760,Q361,2,499,535,400,1320
761,Q362,2,444,625,74,1266
762,Q363,2,432,457,129,1415
763,Q364,2,1080,106,141,1226
764,Q365,2,550,614,175,1506
765,Q366,2,738,275,850,1575
766,Q367,2,1091,222,1074,1599
767,Q368,2,60,36,1158,1460
768,Q369,2,169,296,660,1301
769,Q370,2,926,270,825,1421
770,Q371,2,792,48,202,1465
771,Q372,2,124,961,186,1383
772,Q373,2,1142,532,9,1456
773,Q374,2,523,172,258,1435
774,Q375,2,932,1060,907,1560
775,Q376,2,1008,892,909,1580
776,Q377,2,155,710,33,1382
777,Q378,2,261,413,1114,1201
778,Q379,2,1188,1041,1169,1223
779,Q380,2,837,476,482,1455
780,Q381,2,303,92,593,1436
781,Q382,2,441,1061,41,1354
782,Q383,2,293,821,1161,1517
783,Q384,2,615,225,51,1346
784,Q385,2,542,25,27,1419
785,Q386,2,139,184,775,1447
786,Q387,2,188,995,89,1281
787,Q388,2,180,1046,407,1363
788,Q389,2,434,716,760,1594
789,Q390,2,203,26,1166,1323
790,Q391,2,1058,704,658,1290
791,Q392,2,1190,195,861,1232
792,Q393,2,858,1062,307,1570
793,Q394,2,809,109,949,1237
794,Q395,2,663,381,1042,1491
795,Q396,2,126,98,783,1218
