text,label,translated
I learned back in high school .,9,고등학교 때 배웠어요.
What exactly is wrong with the plumbing ?,9,배관에 정확히 무슨 문제가 있나요?
"Both actually . S , Y , B , I , L .",9,"둘 다. S, Y, B, I, L."
But that's a lot of money ! Honey !,9,하지만 그건 큰 돈이야! 여보!
You have to type all day .,9,하루 종일 타이핑을 해야 해요.
Yes . I made it this afternoon . Would you like some more ?,9,네. 오늘 오후에 만들었어요. 좀 더 드시겠어요?
Who are they for ?,9,누가 쓰실 건데요?
Make good use of that day off ; you'll only have one this semester !,9,그 쉬는 날을 잘 활용해라; 이번 학기에는 한 번밖에 없을 거야!
I wish I had been there !,9,내가 거기에 있었으면 좋았을 텐데!
Which terms ?,9,어떤 조건이요?
"Yeah , I know , but what about the chicken ?",9,"네, 알아요, 하지만 치킨은요?"
"May I see your ticket and passport , please ?",9,티켓과 여권을 보여주시겠습니까?
It depends on what you're trying to do with the completion of the course .,9,과정을 마치면서 무엇을 하려고 하는지에 따라 다릅니다.
Sit here please.How would you like your hair done ?,9,여기 앉으세요.머리는 어떻게 해드릴까요?
Perhaps you left that at school .,9,학교에 두고 온 것 같은데요.
Thirty minutes in gym at lunch time .,9,점심시간에 체육관에서 30분.
And next ?,9,다음은?
"Hello , I want to make a reservation for a Qingdao cruise .",9,안녕하세요. 칭다오 크루즈를 예약하고 싶습니다.
"Yes , it is . It should be enough for any student needs you might have.What department are you in ?",9,네. 학생들이 필요로 하는 것이라면 충분할 것이다.당신은 어느 부서에 있습니까?
how could it be ?,9,어떻게 이럴 수가 있죠?
"Very well , thanks .",9,"아주 좋아요, 감사해요."
Our school has a link on its website for apartments .,9,우리 학교는 아파트 홈페이지에 링크가 있다.
"Sorry , Miss . I'll place it immediately , can I get you another drink , or you wait ?",9,"죄송합니다, 아가씨. 지금 바로 갖다 놓을게요, 한 잔 더 드릴까요, 아니면 기다리시겠어요?"
I think I might like some Chinese food .,9,나는 중국 음식을 좀 좋아할 것 같다.
"Generally speaking , a CV or resume is made up of 6 parts , personal information , educational experience , practical experience , personal skills , self-evaluation and job intentions .",9,"일반적으로 이력서는 개인정보, 교육경험, 실무경험, 개인기, 자기평가, 직무의도 등 6가지로 구성된다."
is this seat taken ?,9,여기 자리 있습니까?
"One pair of 37 , and two pairs of 21 . One for me , and the other two for two kids .",9,"37개 한 켤레, 21개 두 켤레. 한 켤레는 나를 위한 것이고, 다른 두 켤레는 아이들을 위한 것이다."
"ah , I don't know a fit works . Last time , all I saw the gym were bunch of lidos , like me .",9,"아, 나도 잘 모르겠어. 저번에 체육관에서 본 건 나 같은 리도들뿐이었어."
Where'd you get the ticket at ?,9,어디서 표를 구했어요?
Let me take your temperature .,9,체온 좀 잴게요.
That ’ s it ? Thank you very much .,9,그게 다야? 정말 감사합니다.
Why did you transfer ?,9,왜 전학 왔어요?
Where in China is Guangzhou ?,9,광저우는 중국 어디에 있나요?
Hold on a minute please . I ’ ll have my assistant check that part .,9,조금만 기다려 주세요. 제 조수에게 그 부분을 확인하라고 할게요.
They're over by the oatmeal and the breakfast bars .,9,그들은 오트밀과 아침 바 옆에 있다.
How do you ensure quality ?,9,어떻게 품질을 보장합니까?
Where do you need it to be delivered to ?,9,당신은 그것이 어디로 배달되기 위해 필요합니까?
What dances do you like ?,9,어떤 춤을 좋아하세요?
Never go to the center of the lake . The ice there is too thin to skate on .,9,절대 호수 중앙에 가지 마세요. 그곳의 얼음은 스케이트를 타기에 너무 얇다.
"Either we'll be millionaires , or we won't ... won't have a dime .",9,백만장자가 되든지 아니면... 한 푼도 없을 것이다.
"How about pizza or maybe some fried chicken ! Better yet , let's order some hot dogs !",9,"피자나 프라이드 치킨은 어때! 더 좋아, 핫도그를 주문하자!"
"Oh , very easy . They are heart , spade , club and diamond .",9,"오, 아주 쉽다. 그것들은 하트, 스페이드, 클럽 그리고 다이아몬드이다."
Which sports are popular in your country ?,9,당신의 나라에서는 어떤 스포츠가 인기가 있나요?
"Well , if there is no damage , you can return it .",9,"흠, 손상이 없다면 반품하셔도 됩니다."
"Take the escalator over there and turn left , you'll see the sign .",9,저기 에스컬레이터를 타고 왼쪽으로 돌면 표지판이 보일 거예요.
"To be honest , in order for the earth to continue to be a habitable place , we're all going to have to become more interested in the environment .",9,"솔직히 말해서, 지구가 계속해서 사람이 살 수 있는 곳이 되기 위해서, 우리 모두는 환경에 더 관심을 가져야 할 것이다."
I'd like to open a one-year time deposit account and a checking account .,9,1년 정기예금과 당좌예금을 개설하고 싶습니다.
"Oh , thank you kindly .",9,"오, 감사합니다."
"yes , they are . That ’ s very important to us . We like to live in a home with plenty of natural light . Each room has large windows .",9,"네, 그들은 그렇습니다. 그것은 우리에게 매우 중요하다. 우리는 자연광이 많은 집에서 사는 것을 좋아한다. 각 방에는 큰 창문이 있다."
"Never mind , come right in . I've almost finished.You always keep the room neat and tidy , I must say.It saves me a lot of work , but you should let me do it .",9,"괜찮아요, 바로 들어오세요. 거의 다 마쳤어요.당신은 항상 방을 깨끗하게 정돈해 두십니다.그것은 나에게 많은 일을 덜어주지만, 너는 내가 그것을 하도록 해야 한다."
Are meals included ?,9,식사가 포함되어 있습니까?
You look very young .,9,당신은 매우 젊어 보여요.
I see by your resume that you have just graduated from college . I assume you haven't had any working experience . Is that right ?,9,당신의 이력서를 보니 대학을 갓 졸업한 것 같군요. 당신은 일한 경험이 전혀 없는 것 같군요. 그래요?
We'll do an investigation and get to the bottom of this .,9,우리는 조사를 해서 이 문제의 진상을 규명할 것이다.
Just fill out an application .,9,신청서를 작성해 주세요.
"No , I'm stuffed . The check , please .",9,"아니요, 배불러요. 계산서 주세요."
"It doesn't matter , Mr.Lin . I can understand . I know you are always very busy . Work must come first .",9,"상관없어요, 린 씨. 이해할 수 있어요. 당신이 항상 매우 바쁘다는 걸 알아요. 일이 우선이다."
For the past week my cable hasn't been working .,9,지난 일주일 동안 내 케이블이 작동하지 않았다.
Yes . Do you mind ?,9,"네, 괜찮으시겠어요?"
Just bring your laptop down here to the lobby . We're set up for wireless right here .,9,그냥 노트북을 여기 로비로 가져오세요. 우리는 바로 여기에 무선으로 설정되어 있다.
I ’ Ve just looked over your resume and I must admit I am quite impressed .,9,"나는 방금 당신의 이력서를 훑어보았고, 나는 내가 상당히 감명받았다는 것을 인정해야 한다."
"No . You can go to the Bank of China to exchange some US dollars at the current exchange rate of the day you exchange them . The maximum amount you can exchange is $ 2,000 .",9,"아니요. 당신은 중국은행에 가서 미국 달러를 당신이 환전하는 날의 현재 환율로 환전할 수 있습니다. 교환할 수 있는 최대 금액은 2,000달러입니다."
But now you can stay with friends and enjoy a holiday too .,9,하지만 이제 여러분은 친구들과 함께 머물 수 있고 휴일도 즐길 수 있습니다.
How much are these in all ?,9,이것들은 모두 얼마입니까?
He ’ ll be a teenager before you know it ! Teenagers are often rebellious ! When do you think it is a good age to have a child ?,9,그는 어느새 십대가 될 것이다! 십대들은 종종 반항적이다! 당신은 언제가 아이를 갖기에 좋은 나이라고 생각하는가?
It ’ s at the park up the street .,9,그것은 길 위에 있는 공원에 있다.
Can you tell her to come downstairs ? We're about to have dinner .,9,그녀에게 아래층으로 내려오라고 말해 줄 수 있나요? 우리는 이제 저녁을 먹으려고 해요.
"Bottom's up , and you're right . This meal is incredible . I wish I had known this restaurant before . Thanks for bringing me here . I know I'll be back soon .",9,"바닥이 위로 올라왔고, 당신 말이 맞아요. 이 식사는 정말 훌륭해요. 내가 이 식당을 예전에 알았더라면 좋았을 텐데. 여기까지 데려와 줘서 고마워요. 곧 돌아올 거예요."
Could I see both of them ?,9,둘 다 볼 수 있을까요?
It's sapphire . We have only one brooch of this type . Will you try it on ?,9,사파이어예요. 이런 브로치는 하나밖에 없어요. 한 번 입어 보시겠어요?
"Good morning , I'd like a haircut .",9,"좋은 아침이에요, 머리를 자르고 싶어요."
Yeah . You don't need to rub it in .,9,"네, 안 비벼도 돼요."
But it will help you keep fit .,9,하지만 그것은 여러분이 건강을 유지하는 데 도움이 될 거예요.
"No need , sir .",9,"필요 없습니다, 선생님."
"It's the same kind of deal though , you know , you never know what you're going to get .",9,"같은 종류의 거래지만, 당신은 당신이 무엇을 얻을지 결코 알지 못합니다."
I can't find my glasses and I can't see anything . Can you help me find a few things ?,9,안경이 안 보이고 아무것도 안 보여요. 몇 가지 찾는 것 좀 도와주시겠어요?
I'll certainly look into that .,9,내가 그것을 꼭 조사해볼게요.
No problem . I'll tell you .,9,"괜찮아, 말해줄게."
My mattress was supposed to be delivered today .,9,내 매트리스가 오늘 배달되기로 되어 있었다.
"All right . Our insurance coverage is 110 % of the invoice value , up to the port of destination only .",9,"알겠습니다. 저희 보험은 송장 금액의 110%로, 목적지 항구까지만 적용됩니다."
Ahahah ! What is that thing on your couch ! It just moved !,9,아! 네 소파에 있는 저것은 뭐야! 방금 움직였어!
Then why not keep away from him ?,9,그럼 왜 그에게 가까이 가지 않는 거죠?
You mean your friends . I think it's cruel .,9,네 친구들 말이야. 잔인한 것 같아요.
"I have a Promissory Note , but it's not called that . It's a Bill of Exchange .",9,"나는 약속어음을 가지고 있지만, 그것은 그것으로 불리지 않는다. 그것은 환어음이다."
Sounds like you really learned a lot .,9,정말 많이 배운 것 같네요.
"I will go to the bank , give them my check , show them one piece of my identifications , and the most important thing is that I should sign my name to endorse the check .",9,"나는 은행에 가서 그들에게 내 수표를 줄 것이고, 내 신분증 중 하나를 보여줄 것이다. 그리고 가장 중요한 것은 수표를 보증하기 위해 내 이름에 서명해야 한다는 것이다."
"Julie , is that you ?",9,"줄리, 너야?"
"Ok , a bottle of the house red please !",9,"좋아요, 빨간 집 한 병 주세요!"
Where did you find this apartment ?,9,이 아파트를 어디서 찾으셨어요?
Are you kidding ? I just feel tired right now .,9,농담이죠? 지금은 그냥 피곤해요.
It's 800 US dollars per kilo CIF five percent Hamburg .,9,1킬로에 800달러입니다. 함부르크의 5퍼센트 CIF입니다.
Good morning . I'm interested in antiques . Do you have any ?,9,좋은 아침이에요. 저는 골동품에 관심이 있습니다. 있습니까?
Here is one tailor's shop . Why not order one here ?,9,여기 양복점이 하나 있어요. 여기서 하나 주문하는 게 어때요?
Could you please help me to check out the book ?,9,제가 그 책을 대출하는 것을 도와주실 수 있나요?
I was thinking about seeing a movie .,9,영화를 볼까 생각 중이었어요.
Can I get you another blanket ?,9,담요 하나 더 갖다 드릴까요?
"Just a moment , please . I am sorry , sir . There is no ticket available on that day . But we have flights for Hong Kong the next day .",9,잠시만 기다려주세요 죄송합니다. 그날은 표가 없습니다. 하지만 다음날 홍콩행 비행기가 있습니다.
Then you've heard from Vital ?,9,그럼 바이탈한테 연락 온거야?
"Hi . John , it ’ s Emily . How ’ s everything ?",9,"안녕 존, 나 에밀리야. 잘 지내고 있고?"
Let me see . How much should I pay for you ?,9,어디 봐요. 제가 당신을 위해 얼마를 지불해야 합니까?
Yeah . Dig my new pants ?,9,"그래, 내 새 바지를 파?"
I want to know what's on that channel .,9,나는 그 채널에서 무엇을 하는지 알고 싶다.
Three or four o'clock ?,9,서너 시요?
Who will get the money ?,9,누가 돈을 받을 것인가?
All right . What if we leave your bangs straight and just perm the sides and back ?,9,좋아요. 앞머리는 일자로 하고 옆과 뒤만 파마하면 어떨까요?
NO.You don't have to pay duty on personal belongings .,9,아니요. 개인 소지품에 대해서는 세금을 내지 않으셔도 됩니다.
That's good service . Do we have to pay extra for that ?,9,좋은 서비스네요. 우리는 그것에 대해 추가 비용을 지불해야 하나요?
"Well , it really depends . Because you are a tourist , it might be harder for you to get really good prices .",9,"글쎄, 그건 정말 달라. 네가 관광객이기 때문에, 정말 좋은 가격을 받는 것이 더 어려울지도 몰라."
Can you tell me my choices ?,9,내가 선택한 것들을 말해줄 수 있나요?
"That's no problem . Let me see ... You still have ten days annual leave left , is that right ?",9,"그건 문제없어요. 어디 보자... 아직 연차가 10일 남았군요, 맞나요?"
"Hey , Ben ... did you catch the game last night ?",9,"벤, 어젯밤에 경기 봤어?"
I want the chocolate one . I want to have it the big waves .,9,나는 초콜릿을 원한다. 나는 그것을 큰 파도로 먹고 싶다.
"No , that's quite out of the question .",9,"아니요, 그건 말도 안 돼요."
How do you get enough protein in your diet ?,9,당신은 어떻게 충분한 단백질을 섭취합니까?
"Well , let me find you one of these classes on a different day .",9,"음, 다른 날에 이 수업들 중 하나를 찾아줄게요."
Is that a no-smoking sign ?,9,그것은 금연 표시입니까?
"Hello , I bought a China dress in your shop this morning .",9,"안녕하세요, 저는 오늘 아침 당신의 가게에서 차이나 드레스를 샀습니다."
Let's have seafood for a change.How about oyster and lobster ?,9,기분 전환으로 해산물을 먹자.굴이랑 랍스터는 어때?
That's right . We got the assignment last week .,9,맞아요. 지난주에 과제를 받았어요.
"Than you , I'm not late , am I ?",9,너보다 내가 늦은 건 아니지?
No problem . I am used to it .,9,괜찮아요. 저는 익숙해요.
OK . I will write to you as soon as I get there .,9,알았어. 도착하자마자 너에게 편지를 쓸게.
"Yes . And you also overworked in last month , when Steven asked for leave . I have been very satisfied with your performance . And your dependability has been a great asset .",9,네. 그리고 지난달 스티븐이 휴가를 요청했을 때도 과로를 하셨잖아요. 저는 당신의 공연에 매우 만족했습니다. 그리고 당신의 신뢰성은 큰 자산이 되었습니다.
They look all right to me .,9,그들은 내가 보기에 괜찮아 보인다.
does your family have a record of your ancestors ?,9,당신의 가족은 당신의 조상에 대한 기록을 가지고 있습니까?
This one suits better . I will take it .,9,이게 더 잘 어울려요. 제가 살게요.
I suppose they're playing games .,9,그들은 게임을 하고 있는 것 같아요.
That's cool . Have you already found an apartment to live in ?,9,멋지네요. 벌써 살 아파트를 구하셨나요?
Just since today .,9,오늘부터요.
What do you think of smoking ?,9,흡연에 대해 어떻게 생각하세요?
There ’ s a possibility .,9,가능성이 있어요.
Two waves ?,9,두 개의 파도?
"As long as we ’ re going , you can decide where to go . I trust your judgments . I know you miss Chinese food , so we can eat at a Chinese restaurant this time .",9,가는 김에 어디로 갈지 정하면 돼요. 여러분들의 판단을 믿어요. 중국 음식이 그리운 거 알아요. 그래서 이번에는 중국 음식점에서 먹을 수 있어요.
yes . Should we go there by bus so we aren't late ?,9,응. 늦지 않게 버스 타고 갈까?
Appropriate greetings will win the interviewer's favorable impression,9,적절한 인사는 면접관의 호감을 얻을 것이다
Yes . The government has limited funds and must show that it is using the money responsibly .,9,그렇다. 정부는 제한된 자금을 가지고 있고 그 돈을 책임감 있게 사용하고 있다는 것을 보여주어야 한다.
My son came home from three years in the navy .,9,나의 아들은 해군에서 3년간 복무한 후 귀국했다.
"Thank you , Linda . We would love you to come to our wedding .",9,"고마워요, 린다. 당신이 우리 결혼식에 와주면 좋겠어요."
Can anyone tell me where I can buy the ingredients to make Chinese food ?,9,중국 음식을 만드는 재료를 어디서 살 수 있는지 알려주실 수 있나요?
That's fine . Let's get on the bus .,9,괜찮아요. 버스에 타자.
"Right , if you see the bookshop , you can see the hospital .",9,"맞아요, 서점을 보면 병원이 보일 거예요."
Did you go diving while you were there ?,9,당신은 그곳에 있는 동안 다이빙하러 갔습니까?
"Here you are , sir . I hope you enjoyed your dinner .",9,"여기 있습니다, 손님. 저녁 맛있게 드셨기를 바랍니다."
"Well , there are core courses and electives .",9,"음, 핵심 과정과 선택 과목이 있어요."
"We'd better stay in the hotel , because the tour will begin tomorrow .",9,내일부터 투어가 시작되기 때문에 우리는 호텔에 머무르는 것이 좋겠다.
What cities did you go to ?,9,당신은 어느 도시에 갔습니까?
But they are so silly ! They're not art !,9,하지만 그들은 너무 멍청해! 그들은 예술이 아니야!
I ’ m never coming back .,9,난 다시는 돌아오지 않을 거야.
I think I'm going to keep it as a monument to what I've learned about money .,9,돈에 대해 배운 것을 기념하기 위해 간직할 것 같아요.
