text,label,translated
"Yes , nice . But I prefer this wooden house with a garden fence and a sloping roof .",9,"네, 좋아요. 하지만 나는 정원 울타리와 경사진 지붕이 있는 이 나무 집이 더 좋다."
Give me a sec .,9,내게 1초를 주세요.
I ’ m sure I can get it from another library .,9,나는 다른 도서관에서 그것을 얻을 수 있다고 확신해요.
Dammit ! I asked for sunny side up ! How many times do I have to tell you .,9,젠장! 내가 양지쪽을 올려달라고 했잖아! 내가 몇 번이나 말해야 해.
Forget it . I'll see you at 11:30 am .,9,됐어요. 11시 30분에 봐요.
all right . But I think you ought to move soon .,9,좋아요. 하지만 빨리 움직여야 할 것 같아요.
So how have you been ?,9,어떻게 지냈어요?
"Bob is retiring , wow ... that's news to me , I had no idea Bob was that old , retirement's still sixty-five , right ?",9,"밥은 은퇴한다, 와우... 그건 나에게 새로운 소식이야, 나는 밥이 그렇게 늙었는지 전혀 몰랐어, 은퇴는 아직 65세야, 그렇지?"
"No , the gym is free to guests . Take your room key , however , so you can get in .",9,"아니요, 체육관은 손님들에게 무료입니다. 하지만, 당신이 들어갈 수 있도록 당신의 방 열쇠를 가져가세요."
"Well , it's eaten my card ! It won't give it back !",9,내 카드를 먹어버렸어! 돌려주지 않아!
And please let white color dominate .,9,그리고 흰색이 지배하게 해주세요.
"Oh , hi again ! Hey , the fruit looks different this time .",9,"오, 안녕! 야, 이번에는 과일이 달라 보여."
"Tom wants me to write a recommendation letter for him , but I don't know how to write it .",9,"톰은 내가 그를 위해 추천서를 써주길 원하지만, 나는 그것을 어떻게 써야 할지 모르겠어."
"When I asked him to treat me like he does to my sisters , he jumped down my throat . So I took it out on him by telling him what I thought .",9,언니들한테 하는 것처럼 대하라고 했더니 갑자기 목구멍으로 뛰어내려서 내 생각을 털어놓았어요.
"I mean , do you want the best quality , or do you want good prices ?",9,"내 말은, 당신은 최고의 품질을 원합니까 아니면 좋은 가격을 원합니까?"
"Hello , I'd like to speak to Mike please .",9,"여보세요, 마이크와 통화하고 싶은데요."
What about these ? Have you ever tried pig ’ s brains ?,9,이건 어때요? 돼지의 뇌를 먹어본 적이 있나요?
Would you mind if I ask you whether you are married or not ?,9,당신이 결혼했는지 아닌지 물어봐도 될까요?
"When I have time , I sometimes draw and paint .",9,나는 시간이 있을 때 가끔 그림을 그리고 그림을 그린다.
New furniture makes a room seem so fresh . I see that you also bought a new lamp for your bedside table .,9,새 가구들은 방을 매우 신선하게 보이게 한다. 나는 네가 침대 옆 테이블을 위해 새 램프도 샀다는 것을 알았다.
"Actually , if you go to the bus stop in the next block , you can take bus 301 which will let you right off in front of the zoo .",9,"사실, 다음 블록에 있는 버스 정류장으로 가시면, 동물원 앞에서 바로 내릴 수 있는 301번 버스를 타시면 됩니다."
I really like apples and grapes .,9,나는 사과와 포도를 정말 좋아한다.
I hope so . I'll make sure to get a small one so she can put it into her suitcase . I hope it won't cause her trouble at the border .,9,그러길 바래요. 그녀가 여행 가방에 넣을 수 있도록 작은 것을 꼭 사올게요. 나는 그것이 국경에서 그녀에게 문제를 일으키지 않기를 바란다.
Perhaps I'll agree with Mike . I couldn't stand a big wedding with many relatives and friends of my parents or my wife whom I'd never met before .,9,"아마도 나는 마이크의 말에 동의할 거야. 나는 내 부모님이나 내 아내의 많은 친척들과 친구들, 또는 내가 전에 한 번도 만난 적이 없는 내 아내와의 성대한 결혼식을 견딜 수가 없었어."
Frightened ? You must be joking !,9,무서워요? 농담하는 거야!
"How did you meet your boyfriend , Cindy ?",9,남자친구 신디는 어떻게 만났어?
In what section did you work in the hospital ?,9,당신은 병원의 어느 부서에서 일했나요?
Poor Danny . You are so enfeebled !,9,불쌍한 대니. 너는 정말 힘이 없어!
"Hi , Steven .",9,"안녕, 스티븐."
8 . Is your VIP room big enough for 8 persons ?,9,8. 귀빈실은 8명이 묵을 수 있을 정도로 넓습니까?
"Yes , may I know your name ?",9,"네, 성함을 알 수 있을까요?"
That ’ s usual nowadays . You ’ Ve added a few shelves too .,9,그건 요즘 흔한 일이에요. 당신은 선반도 몇 개 추가했습니다.
Has it been that long ?,9,그렇게 오래 됐나요?
Two thousand hongkong dollars per night plus ten percent service charge and five percent government government tax .,9,1박에 2천 홍콩 달러에 10퍼센트의 봉사료와 5퍼센트의 정부 세금을 더한 금액이다.
How did I do ?,9,나 어떻게 했죠?
"Ok , I have the number . Bye !",9,"네, 번호는 알고 있어요. 안녕!"
Easy . It ’ s on me .,9,"진정해, 내가 낼게."
I'm so thirsty .,9,저 너무 목이 말라요.
"OK , I ’ Ve been looking for a job for days , and I haven ’ t found one yet . It's so hard finding work these days . Have you had any luck ?",9,"네, 며칠째 일자리를 찾고 있는데 아직 찾지 못했어요. 요즘 직장 구하기가 너무 힘들어요. 무슨 일 있었어요?"
What sort of clothes does he wear ?,9,그는 어떤 종류의 옷을 입습니까?
Haha ... please don't tell me you've got a dead stack . I hate making cold calls ...,9,하하... 제발 네가 궁지에 몰렸다고 말하지 마. 나는 차가운 전화를 하는 것이 싫다...
"Several things , for example , Very coins , stamps , stones and so on .",9,"몇가지 예를 들면 동전, 우표, 돌 등등."
"Besides your major , do you know some in other fields ?",9,당신의 전공 외에도 다른 분야에 대해 아는 것이 있나요?
10 dollars .,9,10달러입니다.
I would like to buy two exquisite watches for me and my girlfriend .,9,나는 나와 내 여자친구를 위해 멋진 시계 두 개를 사고 싶다.
Just a minute . It ’ s ten to nine by my watch .,9,잠깐만. 내 시계로는 9시 10분 전이다.
"Well , the most important thing we need to do is make sure that our name and contact information are across the top .",9,"음, 우리가 해야 할 가장 중요한 것은 우리의 이름과 연락처 정보가 맨 위에 있는지 확인하는 것입니다."
Who are you favourite authors ?,9,당신이 가장 좋아하는 작가는 누구입니까?
It's convenient . People in network go everywhere by subway if they don't drive .,9,편리해요. 네트워크에 있는 사람들은 운전하지 않으면 지하철을 타고 어디든 가요.
"Yes , could I make a reservation to New York on July 21st , next Friday ?",9,"네, 다음 주 금요일인 7월 21일에 뉴욕으로 예약할 수 있을까요?"
"Yes , and I think I have good news for you .",9,"네, 그리고 당신에게 좋은 소식이 있는 것 같아요."
"That's right , the brain ! It serves as a control center for the body , handling the processes of the central nervous system as well as cognition . Then what major organ is in our chest ?",9,"맞아요, 뇌! 그것은 인지뿐만 아니라 중추신경계의 과정을 다루는 신체의 조절 중추 역할을 해요. 그렇다면 우리 가슴에는 어떤 주요 기관이 있을까요?"
Do you like plum blossoms ?,9,매화 좋아하세요?
"Yes , that was the first thing we did . We went all the way to the top . There were visitorsfrom all over the world taking photos there .",9,"네, 그것이 우리가 처음으로 한 일입니다. 우리는 꼭대기까지 올라갔다. 전 세계에서 온 방문객들이 그곳에서 사진을 찍고 있었습니다."
So ?,9,그래요?
Is there any way we can speed it up ?,9,속도를 낼 수 있는 방법이 없을까요?
How do you like your work ?,9,하시는 일을 얼마나 좋아하세요?
I ’ m glad you are getting better .,9,나는 네가 나아지고 있어서 기뻐.
No . Stay away from her .,9,"아니, 가까이 오지 마."
"According to the story , it's some sort of modern dance style .",9,"그 이야기에 따르면, 그것은 일종의 현대 무용 스타일이다."
"Are you sure he used your name , Ma'am ? Maybe he reserved under his name .",9,"그가 당신의 이름을 사용한 것이 확실합니까, 부인? 아마도 그는 그의 이름으로 예약했을 것입니다."
"Yes , sir . I'll get them for you right away . Would you please sign this bill first ? Thank you , sir .",9,"네, 알겠습니다. 지금 바로 가져다드릴게요. 먼저 이 계산서에 서명해 주시겠습니까? 감사합니다."
"Ok , so , maybe I should call her again .",9,"좋아요, 그럼 다시 전화해볼까요."
Maybe I could get back to you in a few weeks . I am leaving on vacation this afternoon .,9,아마 몇 주 후에 다시 연락할 수 있을 거야. 나는 오늘 오후에 휴가를 떠날 거야.
"Not to high , maybe an inch or an inch in the half would be the best .",9,"너무 높지는 않아요, 아마 1인치나 1인치 정도가 가장 좋을 거예요."
"Well , I hope you have a wonderful time on your library visits !",9,"음, 나는 네가 도서관 방문에서 멋진 시간을 보내기를 바래!"
I ’ m sure you ’ ll enjoy the trip . China is such a beautiful country .,9,여행이 즐거울 거라고 확신해요. 중국은 정말 아름다운 나라이다.
"that would be great . I really only want to taste real Chinese food , not just the food that foreigners like to eat !",9,그래주시면 좋겠어요. 나는 외국인들이 좋아하는 음식뿐만 아니라 진짜 중국 음식만 맛보고 싶어!
"Cheer up ! Don't let me down . We all make mistakes , and that is life .",9,"힘내! 날 실망시키지 마. 우리는 모두 실수를 하고, 그것이 인생이야."
My stomach's growling again !,9,배에서 또 꼬르륵 소리가 나!
We will have the carpet cleaned before you move into the apartment .,9,우리는 당신이 아파트로 이사하기 전에 카펫을 청소할 것이다.
"Be my guest . Live Tech's digital cameras combine point-and-shoot simplicity with the ability to easily turn pictures into great-looking prints . Furthermore , it allows users to transfer pictures to a computer while the camera recharges .",9,"라이브 테크의 디지털 카메라는 사진을 쉽게 멋진 인쇄물로 바꿀 수 있는 단순한 점과 촬영 기능을 결합합니다. 게다가, 그것은 사용자들이 카메라가 충전되는 동안 사진을 컴퓨터로 전송할 수 있게 해준다."
"Hi , sir . Come and have a look here . We have all kinds of sweaters .",9,"안녕하세요, 선생님 이리 와서 보세요. 우리는 모든 종류의 스웨터를 가지고 있다."
"Yes , I'd like to have a look at the 2 - piece suit .",9,"네, 투피스 정장을 보고 싶습니다."
"I lost one of my contact lenses , and I ’ m searching high and low for it .",9,콘택트렌즈 하나를 잃어버려서 여기저기 찾고 있어요.
"Exactly . Is it possible to have my overcoat dry-cleaned , too ?",9,맞아요. 제 외투도 드라이클리닝이 가능한가요?
Let me get the student bus pass .,9,학생 버스 패스를 받을게요.
Why don't you just go home and eat ?,9,그냥 집에 가서 먹는 게 어때요?
"But whenever we play , you just sit on the sand , drink beer , and watch the girls !",9,"하지만 우리가 놀 때마다, 당신은 모래 위에 앉아서 맥주를 마시고 소녀들을 지켜보세요!"
Management decided to give him four brand new white shirts . That's their way of telling him that his new style of dressing down is not quite acceptable .,9,경영진은 그에게 새 흰색 셔츠 4벌을 주기로 결정했다. 그것이 그들이 그에게 그의 새로운 스타일의 옷을 입는 것이 용납될 수 없다고 말하는 방법이다.
"art galleries , cathedrals , statues , fountains , palaces , bistros , there's really too much to say .",9,"미술관, 성당, 조각상, 분수, 궁전, 비스트로, 할 말이 너무 많아."
only about 5 minutes .,9,겨우 5분 정도요.
"Going to the gym tonight , Mary ?",9,"메리, 오늘 밤에 체육관에 갈 거야?"
"No smoking , please . Could we have table by the window ?",9,담배를 피우지 마세요. 창가 자리로 주시겠어요?
"So sorry , I don't mean to be .",9,"미안해요, 그럴 생각은 없어요."
Thanks . And this word ? How do you pronounce this ?,9,고마워요. 그리고 이 단어는? 이거 어떻게 발음해요?
"No , you know I can't bear eating less .",9,"아니, 적게 먹는 건 못 참는 거 알잖아."
How about my backpack ? Do you know where that is ?,9,내 배낭은 어때? 당신은 그것이 어디에 있는지 아나요?
Okay . Do you have a special location in mind ?,9,알겠습니다. 혹시 특별히 생각하고 계신 곳이 있으신가요?
What's Beijing like ?,9,베이징은 어때요?
"It's too early . Let's make it seven , OK ?",9,"아직 이르네. 7시로 하자, 알았지?"
"Frankly speaking , I ’ m a typical Chinese workaholic . I don ’ t mind working late at night . Due to that , I tend to leave the office late .",9,"솔직히 말해서, 나는 전형적인 중국인 일중독자이다. 저는 밤늦게까지 일해도 상관없어요. 그래서 늦게 퇴근하는 편이에요."
"I don't think we'll be able to pay the price . To have this business concluded , you need to lower your price at least by 3 % .",9,우리가 그 가격을 지불할 수 없을 것 같아요. 이 사업을 성사시키려면 적어도 3%는 가격을 낮춰야 합니다.
I had to blow my nose .,9,코를 풀었어야 했어요.
What're you going to buy ?,9,뭐 살 거예요?
I haven't heard anything .,9,나는 아무것도 듣지 못 했다.
What vehicle do you usually bring to school ? Is it an automobile or a motorbike ?,9,"학교에 주로 어떤 차량을 가지고 오시나요? 그것은 자동차입니까, 아니면 오토바이입니까?"
That would be fun .,9,재미있겠다.
"Most starts with dinner , but then it gets out of hand . Besides , haven't you asked out every woman in the entire office ?",9,"대부분은 저녁 식사로 시작하지만, 그 다음엔 통제가 안 돼. 게다가, 사무실 전체의 모든 여자들에게 데이트 신청을 해본 적이 없어?"
"Yeah , his attitude is great , but he ’ s really unreliable.Sometimes he ’ s really productive , but then other times ... take last Tuesday for instance , he was forty-five minutes late for our morning meeting !",9,"응, 그의 태도는 훌륭하지만, 그는 정말 믿을 수 없어.가끔은 정말 생산적이지만, 다른 때는... 지난 화요일을 예로 들면, 그는 우리의 아침 회의에 45분이나 늦었어요!"
"it's ok . She normally just wears a little foundation and some loose powder , and I wouldn't know what shade to buy .",9,괜찮아요. 보통 파운데이션을 조금 바르고 파우더를 조금 묻혀서 어떤 색조를 사야 할지 모르겠어요.
"No , I think I didn't like your method .",9,"아니요, 당신의 방법이 마음에 들지 않았던 것 같아."
"There are three , my parents and I .",9,부모님과 저 이렇게 셋입니다.
You're like the tenth person to say that .,9,당신은 그 말을 한 10번째 사람과 같아요.
Really ? I'll have a try . Maybe I will get high marks next time .,9,정말? 한 번 해볼게요. 다음에는 아마 높은 점수를 받을 것 같아요.
"You did a good job for the company . So , this is your first day in the new position . How do you feel ?",9,"당신은 회사를 위해 일을 잘 했어요. 그래서, 오늘은 당신이 새로운 자리에 있는 첫 날입니다. 어떠세요?"
I hope so . A good journey to you !,9,그러길 바래. 좋은 여행이 되길!
Okay . See you then .,9,네. 그럼 그때 봐요.
Does it have a large circulation ?,9,유통량이 많은가요?
"Good morning . I want to deposit 3,000 yuan in your bank .",9,"좋은 아침이에요. 나는 당신의 은행에 3,000위안을 입금하고 싶다."
How long will the system be down for ?,9,시스템이 얼마나 오래 중단됩니까?
"Look , this is a pimple !",9,"봐, 이건 여드름이야!"
Yes sir . How can I help you ?,9,"네, 알겠습니다. 무엇을 도와드릴까요?"
"Will you sit down , Mr . White ?",9,"앉아 주시겠습니까, 화이트 씨?"
We will need it for both days .,9,우리는 이틀 동안 그것이 필요할 것이다.
$ 308 a night ? That's a fair price .,9,$ 하룻밤에 308개? 그것은 정당한 가격이다.
Right . Here it is .,9,맞아요. 여기 있어요.
"If I remember correctly , time of delivery is another point on wich we differ .",9,"내 기억이 맞다면, 배달 시간은 우리가 다른 또 다른 점이다."
And do you usually part your hair along here ?,9,그리고 보통 여기서 가르마를 타나요?
are you planning on studying abroad ?,9,당신은 유학을 계획하고 있습니까?
How about that one ?,9,저건 어때?
I ’ m not sure I like the idea of that . I don ’ t want people copying me or other people . It could be very confusing .,9,나는 그 생각이 마음에 들지 않는다. 나는 사람들이 나를 모방하거나 다른 사람들을 모방하는 것을 원하지 않는다. 그것은 매우 혼란스러울 수 있다.
What can be done then ?,9,그렇다면 무엇을 할 수 있을까요?
Yes ! Somebody up there loves me ! I knew it wasn't too late for snow .,9,그래! 저 위에 있는 누군가가 날 사랑해! 눈이 오기에 늦지 않았다는 걸 알았어.
We could spend most of the day looking at houses to see all that we have to see .,9,우리는 우리가 봐야 할 모든 것을 보기 위해 하루의 대부분을 집들을 보면서 보낼 수 있다.
It should be the way out .,9,그게 탈출구가 될 거야.
Don't be silly . Let's go Dutch .,9,어리석은 짓 하지 마라. 각자 부담합시다.
Each night will be $ 308 .,9,1박에 308달러입니다.
"I usually put them into my bank account . I think that is a little secure , though the interest rate is low now .",9,나는 보통 그것들을 내 은행 계좌에 넣는다. 나는 지금 금리가 낮지만 그것이 조금 안전하다고 생각한다.
"There was a problem with the internet access , so I couldn ’ t check my email , but I didn ’ t complain about it to the management .",9,"인터넷 접속에 문제가 있어서 이메일을 확인할 수 없었지만, 경영진에게 불만을 토로하지는 않았습니다."
"I can just enter the amount using the keys , right ?",9,그냥 키로 금액을 입력하면 되는 거죠?
"Great . I'll wait right here , thanks .",9,"좋아요. 여기서 기다릴게요, 고마워요."
Take it easy . I'll like you know if anyone decides to cancel his reservation .,9,진정해. 만약 누군가가 그의 예약을 취소하기로 결정한다면 나는 당신이 알기를 바란다.
"No , it isn't . But sometimes it snows a lot in winter .",9,"아니, 그렇지 않아. 하지만 겨울에는 가끔 눈이 많이 와."
Very quiet and safe . And it ’ s got a lot of trees and plants .,9,매우 조용하고 안전합니다. 그리고 많은 나무와 식물들이 있습니다.
"Yeah , What happened ?",9,"그래, 무슨 일이야?"
"Okay , forget about that . S , do you have some practical dreams at present ?",9,"좋아, 그건 잊어버려. S, 너는 지금 현실적인 꿈을 가지고 있니?"
I need to deposit $ 300 .,9,저는 300달러를 입금해야 합니다.
Have you ever written up a business plan before ?,9,당신은 이전에 사업 계획서를 작성해 본 적이 있습니까?
"Joanna , I will go to the outlet center . You wanna go with me ?",9,"조안나, 아울렛 센터에 갈께. 같이 갈래?"
"No , nothing of the kind .",9,"아니요, 그런 건 없어요."
What are you supposed to drink ?,9,뭐 마실래요?
Not on your life ! I know I'd break my leg,9,내 다리가 부러질 거란 말이야
"Oh , I don't know.It depends .",9,"오, 나도 몰라.사정에 따라 다르겠지."
What should you do if you find out a man may has an illegal departure in exit control point ?,9,만약 당신이 한 남자가 출구 통제소에서 불법적인 출발을 할 수 있다는 것을 알게 된다면 당신은 어떻게 해야 하는가?
That's OK . We'll contact you the moment we hear from home .,9,괜찮습니다. 집에서 연락이 오는 대로 연락드리겠습니다.
"OK , so this is our newest machine . It was only installed last year .",9,"자, 이것이 우리의 최신 기계입니다. 그것은 작년에 겨우 설치되었다."
That's terrific !,9,그거 굉장하군요!
"Do you need anything else , sir ?",9,더 필요하신 건 없으십니까?
Romantic ? I am afraid I like thrillers better .,9,낭만 주의? 나는 스릴러를 더 좋아하는 것 같다.
"Oh , maybe three years . I will study and get the master degree first . Then I will decide whether I will stay there or come back .",9,"오, 아마도 3년. 나는 먼저 공부해서 석사학위를 딸 것이다. 그러면 나는 그곳에 머무를지 돌아올지 결정할 것이다."
"If you get on before 4 p . m . or after 6 p . m . there is saver return which is $ 9.45 , an ordinary return is $ 16.45 .",9,"오후 4시 이전이나 오후 6시 이후에 승차하면 9.45달러인 세이버 리턴이 있으며, 일반 리턴은 16.45달러입니다."
OK . Dose it include breakfast ?,9,알겠습니다. 아침식사가 포함되어 있나요?
"I ’ Ve been under stress , but no more than usual .",9,"나는 스트레스를 받아왔지만, 평소보다 많지는 않다."
that may be true . But I ’ m sure you ’ re able to find a balance between them . Why not try it ?,9,그럴 수도 있어요 하지만 둘 사이의 균형을 찾을 수 있을 거라고 확신해요. 해보는 게 어때요?
Uh ... I mostly just like to listen . You're the groom . Why don't you go first ?,9,어... 난 그냥 듣는 걸 좋아해. 당신이 신랑이잖아요. 당신이 먼저 하는 게 어때요?
Why are you being so nice to me ? Don't think for a second that I trust you .,9,왜 나한테 그렇게 잘해줘? 내가 당신을 믿는다고 단 한순간도 생각하지 마세요.
"not only our annual sales brake a record , but our month by month earnings exceeded our forecast as well . After a two-year slump , we finally back in the black .",9,연간 매출이 사상 최고치를 경신했을 뿐만 아니라 월간 수익도 예상치를 웃돌았다. 2년간의 부진 끝에 우리는 마침내 흑자로 돌아섰다.
"Yeah , let me think , the kangaroo and koala bear from Australia are very famous .",9,"응, 생각해볼게, 호주에서 온 캥거루와 코알라는 매우 유명해."
"I will probably just use it for online shopping . At the moment , I have to meet the seller in person and pay cash , if it's a local seller .",9,나는 아마 온라인 쇼핑을 위해 그것을 사용할 것이다. 현재 현지 판매자라면 직접 판매자를 만나 현금을 지불해야 합니다.
Do you have another card ?,9,다른 카드 있으세요?
"You got what I meant . Perhaps , what I steal are not vegetables , but loneliness .",9,무슨 말인지 알겠어. 아마 내가 훔치는 건 야채가 아니라 외로움일 거야.
"Well , I mean . We always do the same thing . There's no variety in our lives .",9,"음, 내 말은. 우리는 항상 같은 일을 한다. 우리의 삶에는 다양성이 없다."
Yeah . He always tickled my finny bone with his college stories .,9,"네, 그는 항상 그의 대학 이야기로 제 뼈를 자극했어요."
Yeah . She married him at her mother's bidding .,9,"네, 어머니의 명령에 따라 그와 결혼했어요."
What's for dinner ?,9,저녁 식사는 무엇입니까?
"I enjoyed it , even though I had not asked for it .",9,나는 그것을 요청하지 않았지만 그것을 즐겼다.
I want to go to the financial stree .,9,나는 금융가에 가고 싶다.
Really ? That ’ s a lot of money to pay for one room .,9,정말? 그것은 방 한 개를 사기에는 큰 돈이다.
"Hi , this is Maria . Is that Shirley ?",9,"안녕, 나 마리아야. 셜리인가요?"
OK . Is the plane on schedule ?,9,좋아요. 비행기는 예정대로 출발하나요?
What do you think of this dress ? Do you think it suits me ?,9,이 옷 어때요? 그게 나한테 어울린다고 생각해?
"Hello , I would like to make a reservation for four nights next week , from Tuesday to Friday .",9,"안녕하세요, 다음 주 화요일부터 금요일까지 4박 예약하고 싶은데요."
The dog bit the delivery boy .,9,개가 배달 소년을 물었다.
Have you made up your mind about not going back to your hometown after graduation ? Where else would you go ?,9,졸업하고 고향에 돌아가지 않기로 결심했어요? 또 어디로 가겠어요?
Many people say it's a good story.But I think it's boring !,9,많은 사람들이 그것이 좋은 이야기라고 말한다.하지만 나는 지루하다고 생각해!
Then what else should I put into my resume ?,9,그럼 이력서에 또 뭐 넣어야 하나요?
I want to change my hairstyle . What would you suggest ?,9,헤어 스타일을 좀 바꾸고 싶습니다. 당신은 무엇을 제안하시겠습니까?
Either way is good for me .,9,어느 쪽이든 좋아요.
"Indoors activities , such as chess and gymnastics .",9,체스와 체조와 같은 실내 활동.
"Hurry up , will you ?",9,서둘러 줄래?
"Yes , we ’ Ve got a reservation . The name is Ann .",9,"네, 예약이 되어 있습니다. 이름은 앤입니다."
Here is the ticket .,9,여기 표가 있습니다.
I would like to speak to Mr . Miles .,9,마일즈 씨와 통화하고 싶은데요.
"Yeah , I know . You are right .",9,"그래, 알아 네 말이 맞아."
What do you think of the coming match ?,9,다가오는 시합에 대해 어떻게 생각하세요?
Employees in this company have to have a good command of English . Do you think you are proficient in both written and spoken English ?,9,이 회사의 직원들은 영어를 잘 해야 한다. 당신은 당신이 쓰기와 말하기 모두에 능숙하다고 생각하나요?
Hey Bobby . What's going on ?,9,안녕 바비. 무슨 일이야?
What's the band called ?,9,밴드 이름이 뭐죠?
How about I get pizza and you get a burger ?,9,내가 피자를 사주고 너는 햄버거를 사주는 게 어때?
What does your friend Jim do ?,9,너의 친구 짐은 무엇을 하니?
"Certainly , perhaps .",9,"물론, 아마도."
"OK . By the way , can you tell me how many kilos of free baggage each passenger is allowed ?",9,알겠습니다. 그런데 승객 한 명당 몇 킬로의 무료 수하물이 허용되는지 알 수 있을까요?
When will you be able to fix it ?,9,당신은 언제 그것을 고칠 수 있습니까?
I ' m taking some measurements for new curtains .,9,나는 새 커튼을 위해 치수를 재고 있다.
The information is scanty for me . And can you describe the responsibilities of the position ?,9,나는 정보가 부족하다. 그리고 그 직책의 책임을 설명할 수 있는가?
So you're really planning to quit invoking and switch over to WebTracker ?,9,그래서 당신은 정말로 호출을 멈추고 웹 트래커로 전환할 계획인가요?
"Oh , one more thing , I want to send the card by registered mail too .",9,"아, 한가지 더, 나도 카드를 등기로 보내고 싶어."
Am I in the Twilight Zone ? You're charging me for a movie I never saw ?,9,여기가 트와일라잇 존인가요? 내가 본 적 없는 영화에 돈을 청구하는 거야?
"Yes , I have two cartons of cigarettes , one bottle of whisky .",9,"네, 저는 담배 두 보루와 위스키 한 병을 가지고 있습니다."
"Yes , it's a great job . I love it . And what do you do ?",9,"네, 아주 좋은 일이에요. 너무 좋아요. 당신은 무슨 일을 하세요?"
I'd like to look at your stereo systems . Do you have anything on sale ?,9,당신의 스테레오 시스템을 보고 싶습니다. 세일 중인 것이 있습니까?
Good idea . My wife has a fine ear for music . I am sure she would like it .,9,좋은 생각이에요. 내 아내는 음악을 잘 듣는다. 틀림없이 좋아할 것이다.
What should I have brought with me ?,9,내가 무엇을 가지고 왔어야 했나요?
OK . Here is the money .,9,네. 여기 돈이 있습니다.
I don't think so . It changes so quickly this time .,9,난 그렇게 생각 안 해. 이번엔 너무 빨리 바뀌네요.
The heart !,9,하트!
Aren't there any trains before 10:30 ?,9,10시 30분 전에는 기차가 없나요?
"Sure , I ’ d be glad to help you straighten things out . Why don ’ t I stop by at about seven thirty ?",9,"물론이죠, 제가 해결을 도와드리겠습니다. 7시 30분쯤에 들르는 게 어때요?"
Our softball team is in the finals ! We ’ re playing the McGrath office on Saturday .,9,우리 소프트볼 팀이 결승전에 진출했어! 토요일에 맥그래스 사무실에서 경기할 거야.
One dollar .,9,1달러요.
"Here you are , sir . What do I do next ?",9,"여기 있습니다, 선생님. 다음엔 뭘 하지?"
"Yeah . Look , other kids are coming this way .",9,"네, 다른 애들이 이쪽으로 오고 있어요."
I think so . Because I've taken one to improve my oral English during summer vacation .,9,그런 것 같아요. 왜냐하면 여름방학 때 영어 구술을 향상시키기 위해 수강했거든요.
Really ? I wish you could tell me more about your experience .,9,정말? 당신의 경험에 대해 좀 더 말씀해 주시면 좋겠어요.
Yes . I gotta review all of them for the final exam . It is just around the corner .,9,응. 기말고사 때문에 다 복습해야 해. 그것은 코 앞에 있다.
I am afraid I am not interested in fashion .,9,유감스럽게도 나는 패션에 관심이 없다.
I ’ ll pay it as soon as possible .,9,가능한 한 빨리 지불하겠습니다.
