text,label,translated
"Here are your receipt and your change , sir . Thank you .",9,영수증과 거스름돈 여기 있습니다. 감사해요.
"That must impact your bottom line at least a little bit , doesn't it ? After all , your sticker price is pretty much set in stone . How much do they go for retail ?",9,"그것은 적어도 당신의 수익에 약간의 영향을 미칠 것입니다, 그렇지 않나요? 결국, 당신의 스티커 가격은 거의 확정적입니다. 소매 가격은 얼마입니까?"
Anything else bothering you ?,9,또 뭐 신경 쓰이는 거 있어요?
I saw a pair of earrings outside your window . Can you show them to me ?,9,나는 너의 창문 밖에서 귀걸이 한 쌍을 보았다. 나에게 보여줄 수 있니?
"Right on , right on ! Well , Jim went to the rink with Sherry and he said it was dy-no-mite ! He was low on bread , but Sherry paid for everything .",9,"좋아, 좋아! 글쎄, 짐은 세리와 함께 링크장에 갔고, 그는 그것이 아주 조용하다고 말했어! 그는 빵이 부족했지만, 세리가 모든 것을 지불했어."
Doesn't she have any friends ?,9,그녀는 친구가 없나요?
"I'd like to order a bottle of champagne , lobster tail , and filet mignon , medium rare .",9,"샴페인 한 병, 바닷가재 꼬리, 필레 미뇽 미디엄 레어 주문할게요."
"This one , of course . Your company is my first choice . I want to work for you .",9,"물론, 이것은. 당신의 회사가 나의 첫 번째 선택입니다. 당신을 위해 일하고 싶어요."
"Oh , no . It looks like we're late .",9,"오, 안돼요. 우리가 늦은 것 같아요."
"Yes , he does . But i give it to you again . 5264453 6",9,"네, 그렇습니다. 하지만 다시 드릴게요. 52644536"
OK . Here's my account details .,9,알겠습니다. 여기 제 계좌 정보입니다.
I'm sorry man . I didn't know . I didn't mean to screw anything up .,9,미안해요. 몰랐어요. 실수할 생각은 없었어요.
"Yes , speaking.May I help you ?",9,"네, 저예요.무엇을 도와드릴까요?"
Either way . I don ’ t care .,9,어느 쪽이든. 상관없어요.
"for me , traffic jams are quite stressful , because I'm pretty impatient . How can I prevent myself from getting stressed if I get stuck in a traffic jam ?",9,"나에게, 교통체증은 꽤 스트레스를 준다, 왜냐하면 나는 꽤 참을성이 없기 때문이다. 교통 체증에 갇히면 어떻게 스트레스를 받지 않을 수 있을까요?"
Thank you . Good bye .,9,감사합니다. 안녕히 계세요.
alright . Get out your books and I'll help you prepare .,9,좋아요. 책을 꺼내세요. 제가 준비하는 것을 도와드릴게요.
"Hi , this is Emily Wang , I want to see a doctor today .",9,"안녕하세요, 저는 에밀리 왕입니다. 오늘 병원에 가고 싶어요."
Do you have a lot of clothes that need to be washed ?,9,세탁해야 할 옷이 많이 있나요?
Can we go to the beach on foot ?,9,우리 걸어서 해변에 갈 수 있을까요?
"Yes , it's pretty bright in there and big enough for our children to play .",9,"네, 거기는 꽤 밝고 우리 아이들이 놀기에 충분히 커요."
Could I have one more blanket ?,9,담요 한 장 더 주시겠어요?
How in the world did you get a copy ? I've put a hold on it at the public library for weeks and I'm still waiting my turn .,9,도대체 어떻게 복사본을 구했어요? 나는 몇 주 동안 공공 도서관에서 그것을 보류했고 아직도 내 차례를 기다리고 있다.
"Oh , oh , that tears it ! I'm getting out of here .",9,"오, 오, 눈물이 나! 난 여기서 나갈 거야."
When do you want to start learning how to drive ?,9,언제부터 운전을 배우고 싶으세요?
"Until next weekend , if that's OK .",9,괜찮다면 다음 주말까지요.
Take the lift to the third floor and then go along until you see the sign on your right .,9,엘리베이터를 타고 3층으로 올라가셔서 오른쪽에 표지판이 보일 때까지 가세요.
Has your family lived here for long ?,9,당신의 가족은 여기에 오래 사셨나요?
"Yes , Ms . Ross ? What do you need ?",9,"네, 로스 씨? 뭐가 필요해요?"
"Oh , my God !",9,어머나 세상에!
Why don't you wash clothes at home ?,9,집에서 옷을 세탁하는 게 어때요?
I would like to have different carpet .,9,저는 다른 카펫을 원합니다.
The washer costs 50 cents and the dryer costs a dollar .,9,세탁기는 50센트이고 건조기는 1달러입니다.
I can ’ t attend the meeting in Washington . I ’ Ve proposed you as the most able substitute .,9,나는 워싱턴에서 열리는 회의에 참석할 수 없다. 나는 너를 가장 유능한 대체자로 제안했다.
What's the occasion ? You won the lottery ?,9,무슨 일이야? 복권에 당첨됐어?
"That's better . This way we will both have money to take a cab home , otherwise , you would probably have to walk .",9,"그게 더 낫네. 이렇게 하면 우리 둘 다 택시를 타고 집에 갈 돈이 생길 것이고, 그렇지 않으면 당신은 아마 걸어야 할 것이다."
"I'm not sure , but still it did attract a large crowds today .",9,"확실하지는 않지만, 오늘은 여전히 많은 사람들을 끌어들였어요."
"Come on . They look so cheap . Something else , please .",9,부탁이야. 싸구려 같아요. 다른 걸로 주세요.
the tuition is the same for all of them .,9,등록금은 그들 모두에게 동일하다.
How about Flymo ? It's selling well .,9,플리모는 어때? 잘 팔리고 있어요.
I thought it was pretty good .,9,나는 그것이 꽤 좋다고 생각했다.
How do I order the office supplies that I need ?,9,필요한 사무용품은 어떻게 주문하나요?
Tsingtao beer ?,9,칭다오 맥주?
"You are sick , young lady . Get back in bed ! I called you in sick today , so you're going to lie down and fight that flu !",9,"당신은 아프군요, 아가씨. 침대로 돌아가! 내가 오늘 아파서 전화를 했으니, 너는 누워서 독감과 싸울 거야!"
"Oh , look ! There's a spot open next to the public restroom ! Can I take it ?",9,"오, 봐! 공중화장실 옆에 자리가 하나 있어요! 가져가도 될까요?"
I need somebody to come over and fix my internet .,9,인터넷을 고쳐줄 사람이 필요해요.
Hey ! Taxi .,9,이봐! 택시.
I'm sorry . I forgot to show you the lid . It comes with the pan .,9,죄송해요. 나는 너에게 뚜껑을 보여주는 것을 잊었다. 팬과 함께 제공됩니다.
"Sorry , he ’ s on another phone . Will you hold ?",9,죄송합니다. 다른 전화를 받고 계십니다. 잠시만 기다려 주시겠습니까?
I ’ m really lucky to do something I really love .,9,내가 정말 사랑하는 일을 할 수 있어서 정말 행운이야.
"I almost did ! Actually , I don't know that much about coffee , even though I sell it .",9,"하마터면 그럴 뻔 했어요! 사실, 커피를 팔긴 하지만 커피에 대해서는 잘 몰라요."
"Excuse me , madam . May I see your ticket , please ?",9,"실례합니다, 부인. 표 좀 보여 주시겠어요?"
Sounds like it was a close game .,9,아슬아슬한 경기였던 것 같네요.
"Ok , fine . We need to take down the tree .",9,"그래, 좋아. 나무를 쓰러뜨려야 해요."
"It usually gets here at noon on Tuesday , which is tomorrow .",9,그것은 보통 화요일인 내일 정오에 여기에 도착한다.
"Yes , I probably could .",9,"네, 그럴 수도 있어요."
"Ok , Ok . Toast and egg .",9,"좋아요, 좋아요 토스트랑 계란이요."
What classes did you have ?,9,어떤 수업을 들었니?
How long have you been study in German ?,9,독일어를 공부한 지 얼마나 됐어요?
"Sure , what do you need ?",9,"물론이죠, 무엇이 필요하세요?"
"Well , I have to write the proposal . I'm pretty excited about it .",9,"음, 저는 제안서를 써야 해요. 나는 그것에 대해 꽤 흥분된다."
It's nice . But what kind of dress are you looking for ?,9,좋네요. 하지만 어떤 종류의 드레스를 찾고 있나요?
have you started looking again yet ?,9,너는 아직 다시 찾기 시작했니?
"I am sorry to say it's not on the way , but during loading . The tins inside the cases were broken evidently through rough handling .",9,죄송하지만 도중이 아니라 선적 중입니다. 상자 안의 깡통들은 난폭한 취급으로 분명히 깨졌다.
Thank you ... please sign on the line .,9,감사합니다... 전화로 서명해 주세요.
When do you want to have the open house party ?,9,오픈 하우스 파티는 언제 하고 싶으세요?
"There is a large canyon , vast grasslands , ancient forests and mountain lakes .",9,"그곳에는 큰 협곡, 광대한 초원, 고대의 숲 그리고 산 호수가 있다."
The procedure is really simple and convenient . All you need to do is fill in this Loan Application form .,9,그 절차는 정말 간단하고 편리하다. 당신은 이 대출 신청서를 작성하기만 하면 된다.
Tell me something about the bridal bouquet . Isn't it the custom to throw it ?,9,신부 부케에 대해 말해줘. 던지는 게 관습 아닌가요?
Their family is very similar to Cindy and Ron ’ s family .,9,그들의 가족은 신디와 론의 가족과 매우 비슷하다.
About seven years now . and you ?,9,지금은 7년 정도 됐어. 너는?
Pam and I are wondering if you'd like to go to the mall with us .,9,팸과 저는 당신이 우리와 함께 쇼핑몰에 가지 않겠습니까.
I'll go together with you .,9,나는 너와 함께 갈 것이다.
So how do you like it ?,9,그건 어떤 것 같아요?
"Seriously , it looks really nice on you . Where did you buy it from ?",9,"진심으로, 너한테 정말 잘 어울려. 어디서 샀어요?"
What else do you want to know ?,9,또 뭐 알고 싶은것 없습니까?
I was thinking about heading to the mall . Do you want to go ?,9,쇼핑몰에 갈까 생각 중이었어요. 너도 갈래?
"That's correct , 1,000 RIB . I'll need your personal code to deposit this . Could you enter it on this key pad , please ?",9,"맞습니다, 1,000 RIB입니다. 입금하려면 개인 코드가 필요합니다. 이 키패드에 입력해주시겠어요?"
I would like to know is it a direct flight to Dubai ?,9,두바이로 가는 직항편인지 알고 싶습니다?
This can't be the right stop .,9,여기가 정류장일 리가 없어요.
Nine pounds twenty .,9,9파운드 20센트입니다.
"Yes , but whom to ?",9,"네, 그런데 누구한테요?"
Really ? that ’ s very good . What about French ?,9,정말요? 아주 잘됐네요. 프랑스어는 어때?
Very impressive . And I do like the leading actress who has an amazing voice .,9,아주 인상적이에요. 그리고 저는 목소리가 아주 좋은 여자 주인공을 좋아해요.
"Oh , no . In fact , yellow is the symbol of the royal family .",9,"오, 안돼. 사실, 노란색은 왕실의 상징이야."
"Mmmm , sounds interesting ... gourmet chocolates , where are they produced ? Belgium ?",9,"음, 흥미롭겠네요... 미식가 초콜릿은 어디서 생산되나요? 벨기에?"
You and your fancy Italian names .,9,당신과 당신의 멋진 이탈리아 이름들.
"Tell me about it . If I was as small as her , I wouldn't think about going on a diet .",9,"말해봐. 내가 그녀처럼 작았다면, 다이어트를 할 생각은 안 했을 거야."
How will you ship the order ?,9,주문품을 어떻게 발송하시겠습니까?
I am not certain about that .,9,나는 그것에 대해 확신할 수 없다.
Hey Mike . What are you doing ?,9,"안녕, 마이크. 뭐하고 있어?"
"On the rocks , please .",9,얼음을 타서 주세요.
I have a 10 - year-old boy and a 6 - year-old girl .,9,저는 10살짜리 남자아이와 6살짜리 여자아이가 있습니다.
"Hi , Vince . Thanks for stopping by . How's the work coming along for the online auction ?",9,"안녕, 빈스. 들러주셔서 감사합니다. 온라인 경매를 위한 작업은 어떻게 진행되고 있나요?"
Should we ask Jason to play ? He's always watching movies on HBO .,9,제이슨에게 놀자고 할까요? 그는 항상 HBO로 영화를 본다.
Are you engaged ?,9,약혼했어요?
"I've been thinking about this for several months , well before the Spring Festival holidays .",9,나는 춘제 연휴를 훨씬 앞두고 몇 달 동안 이것에 대해 생각해 왔다.
I am still in shock to know that he was elected .,9,나는 그가 당선되었다는 것을 알고 아직도 충격을 받고 있다.
"Just over 4 years now . Since this is your first day here , I'm sure you don't really know too much yet . Let me show you around , so you can introduce yourself to everyone .",9,이제 4년이 조금 넘었어요. 오늘 처음 오신 날이니까 여러분들은 아직 많이 모르실 거예요. 제가 여러분들을 안내해 드릴 테니 여러분들께 자기소개를 해주세요.
Twenty days .,9,20일이요.
It's summer in Sydney so you have to bring your summer wear .,9,시드니는 여름이라 여름옷을 챙겨야 한다.
Not funny .,9,재미없어요.
"hello , Deva , how are you ?",9,"안녕, 데바, 어떻게 지내니?"
"To be blunt , maybe I won't be able to get along with his new wife or her kids .",9,"솔직히 말해서, 아마도 나는 그의 새 아내나 그녀의 아이들과 잘 지낼 수 없을 것이다."
"Well , the garbage disposal doesn ’ t work , we have rats , and the toilet is backed up .",9,"쓰레기 처리가 안 되고, 쥐도 있고, 화장실도 막혔어요."
Maybe I'll have to face the music .,9,음악에 직면해야 할 것 같아요.
"listen , if you give me a raise , I'll take on extra responsibilities .",9,"들어봐, 만약 네가 나에게 월급을 올려준다면, 나는 추가적인 책임을 질 거야."
Ok . Anything else ?,9,좋아요. 또 뭐가 있나요?
Of course ! I can watch them without you !,9,당연하지! 너 없이도 그들을 볼 수 있어!
How much were you supposed to write it for ?,9,당신은 그것을 얼마에 쓰기로 되어 있었습니까?
I think I got a sandwich there once before .,9,전에 거기서 샌드위치를 먹은 적이 있는 것 같아요.
Here is your receipt.Thank you .,9,영수증 여기 있습니다.감사해요.
I'm from England .,9,저는 영국에서 왔어요.
"That Japanese restaurant , Shogun , got good reviews .",9,그 일식집 쇼군은 좋은 평가를 받았다.
Alright . I'll have another drink .,9,알았어요. 한 잔 더 할게요.
Do you think that's a good spot ?,9,그곳이 좋은 장소라고 생각하세요?
"Yes , it is the credit demand.Where can I cash travellers ' cheques ?",9,"네, 그것은 신용 수요입니다.여행자 수표를 어디서 현금으로 바꿀 수 있나요?"
"You have made a good choice , sir . I drive an Accord myself . They are very solidly built machines , very reliable .",9,"잘 선택하셨습니다. 저는 어코드를 직접 운전합니다. 그것들은 매우 견고하게 만들어진 기계이고, 매우 신뢰할 수 있다."
I can drink ten cups in fifteen minutes . I ’ m sure .,9,나는 15분 안에 열 잔을 마실 수 있다. 확실해요.
Do you have the same style in white ?,9,흰색도 같은 스타일이 있나요?
"Thanks , Daisy .",9,"고마워, 데이지."
"You are meeting trouble halfway , I guess .",9,내 생각에 너는 중간에 문제를 겪고 있는 것 같다.
Hey ! Watch out ! You're using the same spoon for both broths !,9,야! 조심해! 너는 두 육수에 같은 숟가락을 사용하고 있어!
"Why , that's very kind of you , Mrs . Johnson . I'm sure my wife will be glad to .",9,"정말 친절하시네요, 존슨 부인. 제 아내가 기뻐할 거예요."
You're in luck today because the roses are on sale .,9,당신은 오늘 운이 좋습니다. 왜냐하면 장미가 세일 중이기 때문입니다.
Thank you so much . I'll try and catch that .,9,정말 감사합니다. 제가 한번 잡아볼게요.
The best way to reach him is by cell phone . I'll give you his number .,9,그와 연락하는 가장 좋은 방법은 휴대폰입니다. 그의 전화번호를 알려드리겠습니다.
Stephanie is 18 and Jack is 24 .,9,스테파니는 18살이고 잭은 24살이다.
"Fred , have you made the plan for April 28th ?",9,"프레드, 4월 28일 계획은 세웠니?"
"And where are you from , Jack ?",9,"그리고 잭, 너는 어디서 왔니?"
Excuse me.My bag was stolen.Will you help me ?,9,실례합니다.가방을 도둑맞았어요.나 좀 도와줄래?
Are there any beds vacant ?,9,빈 침대가 있나요?
We have to equip our company with a network of work stations at every office and show room as soon as possible .,9,우리는 가능한 한 빨리 모든 사무실과 쇼룸에 워크스테이션 네트워크를 갖춰 놓아야 한다.
Were you celebrating something ?,9,당신은 무엇인가를 축하하고 있었나요?
What ’ s wrong with speaking English ?,9,영어로 말하는 게 뭐가 문제야?
"Well , I ... I guess the weather . And the people . They were all very friendly to me .",9,"음, 나는... 날씨도 그렇고 사람들도 그렇고. 그들은 모두 나에게 매우 친절했다."
The academy is an important part of the education system .,9,아카데미는 교육 시스템의 중요한 부분이다.
Excuse me . I'm afraid you're in my seat . You've moved my books .,9,실례합니다. 제 자리에 앉으셨네요. 당신은 내 책을 옮겼어요.
Maybe he's abnormal .,9,아마 그는 비정상일 거야.
"Yes , that'll be fine . How much is this going to cost ?",9,"네, 괜찮습니다. 이것은 얼마입니까?"
Do you have any advice ?,9,조언 좀 해주시겠어요?
May I have a reservation ?,9,예약할 수 있을까요?
"The other team lost by three points , 101-98 .",9,다른 팀은 101-98로 3점 차로 졌다.
I applied for the job online .,9,나는 온라인으로 그 일자리에 지원했다.
What qualities do you think an advertising planner should have ?,9,광고 기획자는 어떤 자질을 가져야 한다고 생각하나요?
92 .,9,92 .
Sure you have to be patient . But I think it ’ s much less trouble to sit in front of a computer than to go door to door or to make a lot of phone calls .,9,물론 인내심을 가져야 한다. 하지만 나는 집집마다 가거나 전화를 많이 하는 것보다 컴퓨터 앞에 앉아 있는 것이 훨씬 덜 귀찮다고 생각한다.
I don ’ t have much contact with them .,9,나는 그들과 연락을 많이 하지 않는다.
Yes . He usually replies immediately .,9,응. 그는 보통 즉시 답장을 해.
did you take a photo with her ?,9,너는 그녀와 사진을 찍었니?
Thank you very much . Hope to see you again .,9,정말 감사합니다. 다시 뵙길 바랍니다.
I wish you the best of luck .,9,당신께 최고의 행운이 따랐으면 좋겠어요.
Fine . The housekeeper will open the door and stay in the room with the repairmen .,9,좋아요. 가정부가 문을 열고 수리공들과 함께 방에 있을 거예요.
Please wait a moment . It Will take a few seconds to get through .,9,잠시만 기다려 주세요. 통과하는 데 몇 초가 걸릴 거예요.
"Hi , Lucy , are you free to talk ?",9,"안녕, 루시, 얘기 좀 할 수 있어?"
Yes . Are you in his class ?,9,응. 너는 그의 반이니?
"Well , I ’ m not going to answer it . I ’ m sleeping .",9,"글쎄, 나는 그것에 대답하지 않을 것이다. 나는 자고 있다."
"Merry Christmas , Bill !",9,"즐거운 크리스마스 보내세요, 빌!"
Your 3.5 percent share is going to be worth at least a million .,9,당신의 3.5% 지분은 적어도 백만 달러의 가치가 있을 것이다.
How much will it be for the pass ?,9,패스는 얼마입니까?
"As a graduate , it may be more important to develop myself effectively in my future work . And whatever job I may take , I will make the best efforts .",9,"졸업생으로서 앞으로의 일에서 나를 효과적으로 발전시키는 것이 더 중요할 것이다. 그리고 내가 어떤 직업을 갖든, 나는 최선을 다할 것이다."
"Just a few Christmas gifts , to this season , after all !",9,이 계절에 크리스마스 선물 몇 개만!
Bulldog 123 . Are you sure that's all ?,9,불독 123. 정말 그게 다야?
My bad.sorry !,9,미안해요. 미안해!
"As you know , china has a single-child policy . Therefore , there ’ s just my husband , my daughter and I . What about in your family ?",9,"아시다시피, 중국은 한 자녀 정책을 가지고 있습니다. 그래서 남편과 딸, 그리고 저밖에 없어요. 당신의 가족은 어떤가요?"
I think the Romans do what everyone else does .,9,나는 로마인들이 다른 사람들이 하는 것처럼 한다고 생각한다.
Yep . And relive those good old high school days .,9,"그래, 그리고 그 좋았던 고등학교 시절을 회상해봐."
"OK . If any of the articles was damaged during moving , you may make a claim for compensation with our department .",9,알겠습니다. 이동 중에 파손된 물품이 있으면 저희 부서에 배상을 청구하시면 됩니다.
That will be great ! Do you have LPs or Cds ?,9,좋아요! LP나 CD가 있나요?
Could you tell me how to use it ?,9,어떻게 사용하는지 알려주시겠어요?
"Two for the front . One last thing , are there any English subtitles for the show ?",9,"앞에 두 개. 마지막으로, 그 쇼에 영어 자막이 있나요?"
"You think so ? Oh , no ! How can he do this to me ? I ’ m sure he ’ s cheating on me ! Why else wouldn ’ t he call ?",9,"진심이세요? 오, 안돼! 어떻게 나한테 이럴 수 있지? 그가 나를 속이고 있는 게 분명해! 그렇지 않으면 왜 전화를 안 했을까?"
"Yes , I'm missing a sweater . I sent it in the laundry yesterday , but my laundry was returned without it .",9,"네, 스웨터가 없어요. 어제 세탁소에 보냈는데 세탁물이 없어서 반송됐어요."
What do you think is the relationship between the subjects you've taken and the job you are seeking ?,9,당신은 당신이 수강한 과목과 당신이 찾고 있는 직업 사이에 어떤 관계가 있다고 생각하나요?
I like being able to buy newspapers and magazines at the post office . It means that I don ’ t need to go to two places,9,나는 우체국에서 신문과 잡지를 살 수 있는 것을 좋아한다. 그것은 내가 두 곳을 갈 필요가 없다는 것을 의미한다
"Oh , my God ! That's my husband , Benjamin .",9,"오, 세상에! 제 남편 벤자민입니다."
When did it happen ?,9,언제 그런 일이 있었어요?
"You are friend of Janet , right ? I am Andrew , Andrew Smith .",9,당신은 Janet의 친구죠? 저는 Andrew Smith라고 합니다.
How many pounds would you like ?,9,몇 파운드를 원하십니까?
"I got the movie when it came out on DVD , do you want to come over ?",9,영화가 DVD로 나왔을 때 받았는데 같이 갈래?
I didn't wear make-up this morning .,9,나는 오늘 아침에 화장을 하지 않았다.
Are you sure of that ?,9,그게 정말이야?
"Good morning , Passport , please .",9,"좋은 아침입니다, 패스포트 부탁드립니다."
"Let me see here ... yes , there's one left .",9,"어디 보자... 네, 하나 남았어요."
The deposit rate is 0.8 % every month .,9,예금 금리는 매달 0.8%이다.
"We appreciate your intention , but the amount of your orders last year was moderate .",9,"우리는 당신의 의도에 감사하지만, 당신의 작년 주문량은 적당합니다."
we'd like to rent a flat near the university .,9,우리는 대학 근처에 있는 아파트를 빌리고 싶다.
